Navn,Lønartnr,Udskrivnings sekvens,Type
Ufaglært Timeløn,44106,4106,VARIABEL
Fritvalg til saldo,4107,4107,VARIABEL
Fritvalg- kontant time x sats,4108,4108,VARIABEL
Timeløn Regulering,44109,4109,VARIABEL
Timeløn Intern vikar,44110,4110,VARIABEL
Fritvalg- kontant,4111,4111,STILLINGSKATEGORI
Intern nattevagt,44111,4111,VARIABEL
Fritvalg- kontant,4112,4112,VARIABEL
Intern Weekendvagt,44112,4112,VARIABEL
Fritvalg- kontant,4113,4113,VARIABEL
Sygeløn,44113,4113,VARIABEL
Mødetillæg,44121,4121,VARIABEL
Tructillæg,44122,4122,VARIABEL
Personligt tillæg,44123,4123,VARIABEL
Forskudt tidstillæg 1,44130,4130,VARIABEL
Forskudt tidstillæg 2,44131,4131,VARIABEL
Forskudt tidstillæg 3,44132,4132,VARIABEL
Forskudt tidstillæg 4,44133,4133,VARIABEL
Forskudt tidstillæg 5,44134,4134,VARIABEL
Forskudt tidstillæg 6,44135,4135,VARIABEL
Forskudt tidstillæg 7,44136,4136,VARIABEL
Skifteholdstillæg 1,44140,4140,VARIABEL
Skifteholdstillæg 2,44141,4141,VARIABEL
Skifteholdstillæg 3,44142,4142,VARIABEL
Skifteholdstillæg 4,44143,4143,VARIABEL
Skifteholdstillæg 5,44144,4144,VARIABEL
Skifteholdstillæg 6,44145,4145,VARIABEL
Overarbejde 1,44150,4150,VARIABEL
Overarbejde 2,44151,4151,VARIABEL
Overarbejde 3,44152,4152,VARIABEL
Overarbejde 4,44153,4153,VARIABEL
Overarbejde 5,44154,4154,VARIABEL
Overarbejde 6,44155,4155,VARIABEL
Overarbejde 7,44156,4156,VARIABEL
Overarbejde 8,44157,4157,VARIABEL
Overarbejde 9,44158,4158,VARIABEL
Søn- og Helligdag,44159,4159,VARIABEL
Sygedagpenge,44175,4175,VARIABEL
Sygedagpenge,44176,4176,VARIABEL
Barn syg,44177,4177,VARIABEL
Regulering timeløn,44181,4181,VARIABEL
A/C udbetaling,44182,4182,VARIABEL
Udlæg,44183,4183,VARIABEL
Bonus,44188,4188,VARIABEL
Feriefridage,44195,4195,VARIABEL
Timeløn,44200,4200,VARIABEL
Barsel med løn,44204,4204,VARIABEL
Faglært Timeløn,44205,4205,VARIABEL
Ufaglært Timeløn,44206,4206,VARIABEL
Timeløn Regulering,44209,4209,VARIABEL
Timeløn Intern vikar,44210,4210,VARIABEL
Mødetillæg,44221,4221,VARIABEL
Tructillæg,44222,4222,VARIABEL
Personligt tillæg,44223,4223,VARIABEL
Weekend tillæg1,44224,4224,VARIABEL
Forskudt tidstillæg 1,44230,4230,VARIABEL
Forskudt tidstillæg 2,44231,4231,VARIABEL
Forskudt tidstillæg 3,44232,4232,VARIABEL
Forskudt tidstillæg 4,44233,4233,VARIABEL
Forskudt tidstillæg 5,44234,4234,VARIABEL
Forskudt tidstillæg 6,44235,4235,VARIABEL
Forskudt tidstillæg 7,44236,4236,VARIABEL
Skifteholdstillæg 1,44240,4240,VARIABEL
Skifteholdstillæg 2,44241,4241,VARIABEL
Skifteholdstillæg 3,44242,4242,VARIABEL
Skifteholdstillæg 4,44243,4243,VARIABEL
Skifteholdstillæg 5,44244,4244,VARIABEL
Skifteholdstillæg 6,44245,4245,VARIABEL
Overarbejde 1,44250,4250,VARIABEL
Overarbejde 2,44251,4251,VARIABEL
Overarbejde 3,44252,4252,VARIABEL
Overarbejde 4,44253,4253,VARIABEL
Overarbejde 5,44254,4254,VARIABEL
Overarbejde 6,44255,4255,VARIABEL
Overarbejde 7,44256,4256,VARIABEL
Overarbejde 8,44257,4257,VARIABEL
Overarbejde 9,44258,4258,VARIABEL
Søn- og Helligdag,44259,4259,VARIABEL
Nulstil ikke afholdt ferie,4270,4270,STILLINGSKATEGORI
Nulstil ikke afholdt ferie,4275,4275,VARIABEL
Sygedagpenge,44275,4275,VARIABEL
Sygedagpenge,44276,4276,VARIABEL
Barn syg,44277,4277,VARIABEL
Overfør ikke afholdt ferie dg,4278,4278,VARIABEL
Overfør ikke afholdt ferie,4279,4279,VARIABEL
Overfør ikke afholdt ferie,4280,4280,VARIABEL
Regulering timeløn,44281,4281,VARIABEL
A/C udbetaling,44282,4282,VARIABEL
Udlæg,44283,4283,VARIABEL
Udb. ikke overført ferie,4284,4284,VARIABEL
Udb. ikke overført ferie,4286,4286,VARIABEL
Bonus,44288,4288,VARIABEL
Udb. ikke overført ferie,4290,4290,VARIABEL
Udb. ikke overført ferie,4293,4293,VARIABEL
Udb. ikke overført ferie,4295,4295,VARIABEL
Feriefridage,44295,4295,VARIABEL
Udb. ikke overført ferie,4297,4297,VARIABEL
Ferie reduktion af grundlag-C,4300,4300,STILLINGSKATEGORI
Timeløn,44300,4300,VARIABEL
F.till.reduktion af grundlag-F,4301,4301,STILLINGSKATEGORI
Timeløn SI,44301,4301,VARIABEL
Ferie reduk. af grundlag-E,4302,4302,STILLINGSKATEGORI
Tillæg pensionsgrundlag A,4303,4303,STILLINGSKATEGORI
Timeløn Intern,44303,4303,VARIABEL
Tillæg pensionsgrundlag B,4304,4304,STILLINGSKATEGORI
Barsel med løn,44304,4304,VARIABEL
Reducer pensionsgrundlag B,4305,4305,STILLINGSKATEGORI
Faglært Timeløn,44305,4305,VARIABEL
Ferietill.reduk. af grundlag-E,4306,4306,STILLINGSKATEGORI
Ufaglært Timeløn,44306,4306,VARIABEL
Ferietill.til grundlag-C,4307,4307,STILLINGSKATEGORI
Fritv./ferie afr. grundlag-C,4308,4308,STILLINGSKATEGORI
Regulering,44309,4309,VARIABEL
Ydelse pensionsgrundlag A,4310,4310,STILLINGSKATEGORI
Timeløn Intern vikar,44310,4310,VARIABEL
Intern nattevagt,44311,4311,VARIABEL
Intern Weekendvagt,44312,4312,VARIABEL
Ydelse pensionsgrundlag D,4313,4313,STILLINGSKATEGORI
Sygeløn,44313,4313,VARIABEL
Ydelse pensionsgrundlag E,4314,4314,STILLINGSKATEGORI
"LA 1185,1186 til grl. F",4315,4315,STILLINGSKATEGORI
Mødetillæg,44321,4321,VARIABEL
Tructillæg,44322,4322,VARIABEL
Personligt tillæg,44323,4323,VARIABEL
Forskudt tidstillæg 1,44330,4330,VARIABEL
Forskudt tidstillæg 2,44331,4331,VARIABEL
Forskudt tidstillæg 3,44332,4332,VARIABEL
Forskudt tidstillæg 4,44333,4333,VARIABEL
Forskudt tidstillæg 5,44334,4334,VARIABEL
Forskudt tidstillæg 6,44335,4335,VARIABEL
Forskudt tidstillæg 7,44336,4336,VARIABEL
Skifteholdstillæg 1,44340,4340,VARIABEL
Skifteholdstillæg 2,44341,4341,VARIABEL
Skifteholdstillæg 3,44342,4342,VARIABEL
Skifteholdstillæg 4,44343,4343,VARIABEL
Skifteholdstillæg 5,44344,4344,VARIABEL
Skifteholdstillæg 6,44345,4345,VARIABEL
Overarbejde 1,44350,4350,VARIABEL
Overarbejde 2,44351,4351,VARIABEL
Overarbejde 3,44352,4352,VARIABEL
Overarbejde 4,44353,4353,VARIABEL
Overarbejde 5,44354,4354,VARIABEL
Overarbejde 6,44355,4355,VARIABEL
Overarbejde 7,44356,4356,VARIABEL
Overarbejde 8,44357,4357,VARIABEL
Overarbejde 9,44358,4358,VARIABEL
Søn- og Helligdag,44359,4359,VARIABEL
Sygedagpenge,44375,4375,VARIABEL
Sygedagpenge,44376,4376,VARIABEL
Barn syg,44377,4377,VARIABEL
Regulering timeløn,44381,4381,VARIABEL
A/C udbetaling,44382,4382,VARIABEL
Udlæg,44383,4383,VARIABEL
Bonus,44388,4388,VARIABEL
Fritvalgskonto ændring/timer,4390,4390,VARIABEL
Feriefridage,44395,4395,VARIABEL
Fritvalgskonto opsparing,4400,4400,STILLINGSKATEGORI
Fritvalgskonto hensat Senior,24400,4400,FAST
Timeløn,44400,4400,VARIABEL
Timeløn SI,44401,4401,VARIABEL
Timeløn Intern,44403,4403,VARIABEL
Barsel med løn,44404,4404,VARIABEL
Fritvalgskonto opsparing,4405,4405,FAST
Faglært Timeløn,44405,4405,VARIABEL
Ufaglært Timeløn,44406,4406,VARIABEL
Regulering,44409,4409,VARIABEL
Feriefri til fritvalgskonto,4410,4410,VARIABEL
Timeløn Intern vikar,44410,4410,VARIABEL
Intern nattevagt,44411,4411,VARIABEL
Feriefri til fritvalgskonto,4412,4412,VARIABEL
Intern Weekendvagt,44412,4412,VARIABEL
Fritvalgskonto opsp feriefri,4413,4413,VARIABEL
Sygeløn,44413,4413,VARIABEL
Fritvalgskonto opsparing,4415,4415,VARIABEL
Fritvalgskonto opsparing (Se kommentar),4416,4416,FAST
Fritvalgskonto opsparing Egen,4418,4418,FAST
Pension % til fritvalgskonto,4420,4420,FAST
Mødetillæg,44421,4421,VARIABEL
Tructillæg,44422,4422,VARIABEL
Personligt tillæg,44423,4423,VARIABEL
SH-saldo til fritvalgskonto,4425,4425,VARIABEL
Fritvalgskonto udbt. (4416),4426,4426,VARIABEL
Forskudt tidstillæg 1,44430,4430,VARIABEL
Forskudt tidstillæg 2,44431,4431,VARIABEL
Forskudt tidstillæg 3,44432,4432,VARIABEL
Forskudt tidstillæg 4,44433,4433,VARIABEL
Forskudt tidstillæg 5,44434,4434,VARIABEL
Forskudt tidstillæg 6,44435,4435,VARIABEL
FRITVALGSUDBETALING 421XX,48721,4435,VARIABEL
FRITVALGSUDBETALING 421XX,48722,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 421XX,48723,4435,VARIABEL
FRITVALGSUDBETALING 422XX,48724,4435,VARIABEL
FRITVALGSUDBETALING 422XX,48725,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 422XX,48726,4435,VARIABEL
FRITVALGSUDBETALING 430XX,48730,4435,VARIABEL
FRITVALGSUDBETALING 431XX,48731,4435,VARIABEL
FRITVALGSUDBETALING 432XX,48732,4435,VARIABEL
FRITVALGSUDBETALING 433XX,48733,4435,VARIABEL
FRITVALGSUDBETALING 434XX,48734,4435,VARIABEL
FRITVALGSUDBETALING 435XX,48735,4435,VARIABEL
FRITVALGSUDBETALING 436XX,48736,4435,VARIABEL
FRITVALGSUDBETALING 437XX,48737,4435,VARIABEL
FRITVALGSUDBETALING 438XX,48738,4435,VARIABEL
FRITVALGSUDBETALING 440XX,48740,4435,VARIABEL
FRITVALGSUDBETALING 441XX,48741,4435,VARIABEL
FRITVALGSUDBETALING 442XX,48742,4435,VARIABEL
FRITVALGSUDBETALING 443XX,48743,4435,VARIABEL
FRITVALGSUDBETALING 444XX,48744,4435,VARIABEL
FRITVALGSUDBETALING 430XX,48750,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 431XX,48751,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 432XX,48752,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 433XX,48753,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 434XX,48754,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 435XX,48755,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 436XX,48756,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 437XX,48757,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 438XX,48758,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 440XX,48760,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 441XX,48761,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 442XX,48762,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 443XX,48763,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 444XX,48764,4435,STILLINGSKATEGORI
FRITVALGSUDBETALING 430XX,48770,4435,VARIABEL
FRITVALGSUDBETALING 431XX,48771,4435,VARIABEL
FRITVALGSUDBETALING 432XX,48772,4435,VARIABEL
FRITVALGSUDBETALING 433XX,48773,4435,VARIABEL
FRITVALGSUDBETALING 434XX,48774,4435,VARIABEL
FRITVALGSUDBETALING 435XX,48775,4435,VARIABEL
FRITVALGSUDBETALING 436XX,48776,4435,VARIABEL
FRITVALGSUDBETALING 437XX,48777,4435,VARIABEL
FRITVALGSUDBETALING 438XX,48778,4435,VARIABEL
FRITVALGSUDBETALING 440XX,48780,4435,VARIABEL
FRITVALGSUDBETALING 441XX,48781,4435,VARIABEL
FRITVALGSUDBETALING 442XX,48782,4435,VARIABEL
FRITVALGSUDBETALING 443XX,48783,4435,VARIABEL
FRITVALGSUDBETALING 444XX,48784,4435,VARIABEL
Forskudt tidstillæg 7,44436,4436,VARIABEL
Fritvalg udbet. v. fratræd.,4437,4437,STILLINGSKATEGORI
Fritvalg udbet. v. fratræd.,4438,4438,STILLINGSKATEGORI
Fritvalgskonto udbetaling,4439,4439,VARIABEL
Fritvalgskonto udbetaling,4440,4440,VARIABEL
Skifteholdstillæg 1,44440,4440,VARIABEL
Skifteholdstillæg 2,44441,4441,VARIABEL
Skifteholdstillæg 3,44442,4442,VARIABEL
Fritvalgskonto udbetaling,4443,4443,FAST
Skifteholdstillæg 4,44443,4443,VARIABEL
Skifteholdstillæg 5,44444,4444,VARIABEL
Skifteholdstillæg 6,44445,4445,VARIABEL
Ferie af fritvalgskonto reg.,4450,4450,VARIABEL
Overarbejde 1,44450,4450,VARIABEL
SH af fritvalgskonto,4451,4451,VARIABEL
Overarbejde 2,44451,4451,VARIABEL
Overarbejde 3,44452,4452,VARIABEL
Overarbejde 4,44453,4453,VARIABEL
Overarbejde 5,44454,4454,VARIABEL
Overarbejde 6,44455,4455,VARIABEL
Overarbejde 7,44456,4456,VARIABEL
Overarbejde 8,44457,4457,VARIABEL
Overarbejde 9,44458,4458,VARIABEL
Søn- og Helligdag,44459,4459,VARIABEL
Fritvalgskonto udbetaling %,4470,4470,FAST
Fritvalgskonto udbetaling %,4471,4471,FAST
Sygedagpenge,44475,4475,VARIABEL
Sygedagpenge,44476,4476,VARIABEL
Barn syg,44477,4477,VARIABEL
Fritvalgskonto overgangsord.,4480,4480,FAST
Regulering timeløn,44481,4481,VARIABEL
A/C udbetaling,44482,4482,VARIABEL
Fritvalgskonto udbetaling,4483,4483,VARIABEL
Udlæg,44483,4483,VARIABEL
Fritvalgskonto udbetaling,4484,4484,VARIABEL
Fritvalgskonto udbetaling,4485,4485,VARIABEL
Fritvalg udbet. v. fratræd.,4488,4488,VARIABEL
Bonus,44488,4488,VARIABEL
Fritvalgskonto udbetaling,4489,4489,FAST
Feriefridage,44495,4495,VARIABEL
Beregning af SH-opsparing,4500,4500,STILLINGSKATEGORI
SH-konto hensat Senior,24500,4500,FAST
Beregning af SH-opsparing,4505,4505,STILLINGSKATEGORI
SH-godtgørelse uden saldotjek,4510,4510,VARIABEL
SH-godtgørelse med saldotjek,4520,4520,VARIABEL
SH-godtgørelse med saldotjek,4522,4522,VARIABEL
SH-restsaldo udbetaling,4540,4540,VARIABEL
Søn- og Helligdag,44559,4540,VARIABEL
SH-restsaldo udbet.m/saldotjek,4541,4541,VARIABEL
SH-saldo udbet. v. fratræd.,4542,4542,STILLINGSKATEGORI
"SH timer - udbetaler ikke,  rer. Af feriepenge og SH grundlag",45404,4544,VARIABEL
SH-beløb udbetaling,4545,4545,VARIABEL
SH-beløb udbt. m/saldo tjek,4546,4546,VARIABEL
SH timer udbetaling,45407,4547,FRAVÆR
SH timer udbetaling,45405,4550,VARIABEL
Beskat årets SH ops.,4555,4555,VARIABEL
Beskat årets SH ops.,4556,4556,STILLINGSKATEGORI
SH timer,45406,4560,FRAVÆR
SH opsparing til AM-pension,4570,4570,VARIABEL
Fritvalg lokal +/-,4580,4580,VARIABEL
Fritvalg lokal opsparing,4581,4581,FAST
Fritvalg lokal opsparing,4582,4582,STILLINGSKATEGORI
Fritvalg lokal udbetaling,4585,4585,VARIABEL
Fritvalg lokal udbetaling,4587,4587,FAST
Fritvalg lokal udbetaling,4588,4588,STILLINGSKATEGORI
Fritvalg lokal udbetaling,4589,4589,STILLINGSKATEGORI
Ferie med løn,4600,4600,STILLINGSKATEGORI
Ferie Lb.indberetning,4601,4601,STILLINGSKATEGORI
Ekstra ferietillæg OK-grundl.,4607,4607,STILLINGSKATEGORI
Ekstra ferietillæg Lov-grundl.,4610,4610,STILLINGSKATEGORI
"Ferietillæg,modregning Frtræd",4615,4615,STILLINGSKATEGORI
"Ferietillæg,modregning Frtræd",4617,4617,STILLINGSKATEGORI
Ekstra ferietillæg OK - Kal.år,4622,4622,STILLINGSKATEGORI
Ekstra ferietillæg lov-Kal.år,4624,4624,STILLINGSKATEGORI
Eks. ferietill. OKgrl. udb fr.,4626,4626,STILLINGSKATEGORI
Eks. ferietill.lov grl.udb fr.,4627,4627,STILLINGSKATEGORI
Eks.ferietillæg OK-grl.udb,4628,4628,STILLINGSKATEGORI
Eks.ferietillæg lov.grl.ub,4629,4629,STILLINGSKATEGORI
Ferietillæg lov udbt. v/fratr. ,4632,4632,STILLINGSKATEGORI
Stop 1 % ferietillæg v/fratrædelse ,9403,4632,VARIABELEFTREG
Ferie fra tidl. arbejdsgiver,4752,4752,VARIABEL
Korrektion ferie fra tidl. Arbejdsgiver år sidste år,4753,4753,VARIABEL
Korrektion ferie fra tidl. Arbejdsgiver år forrige år,4754,4754,VARIABEL
Antal arbejdsdage NyLov,4755,4755,VARIABEL
"Udbetaling feriedage, Primo",4760,4760,VARIABEL
"Udbetaling ferietimer, Primo",4761,4761,VARIABEL
"Udbetaling feriedage, Ultimo",4762,4762,VARIABEL
"Udbetaling ferietimer, Ultimo",4763,4763,VARIABEL
"Tildel forskudsferie, dage",4765,4765,VARIABELEFTREG
"Tildel forskudsferie, timer",4766,4766,VARIABELEFTREG
Ferietillæg lov+OK grl. Kal.år,4770,4770,VARIABEL
Udb Ferietillæg LovGrl KalÅr 0,44771,4771,VARIABEL
Udb Ferietillæg OKgrl Kal.år 0,44772,4772,VARIABEL
Udb Ferietillæg Lov.grl Kal.år,4773,4773,VARIABEL
Udb. Ferietillæg OK-grl Kal.år,4774,4774,VARIABEL
Ferietillæg lov + OK-grundlag,4775,4775,VARIABEL
Udb Ferietill ekstr Lov KalÅr,4778,4778,VARIABEL
Udb Ferietillæg ekstr OK KalÅr,4779,4779,VARIABEL
Ferietillæg Ekstra lov+OK GrLa,4780,4780,VARIABEL
Udb Ferietillæg ekstra lov.grl,4783,4783,VARIABEL
Udb ekstra Ferietillæg OK-grl,4784,4784,VARIABEL
Ferietillæg lov + OK-grundlag,4785,4785,VARIABEL
Udbetaling Ferietillæg Lov-grl,4788,4788,VARIABEL
Udbetaling Ferietillæg OK-grl,4789,4789,VARIABEL
TBF. forskudsferie dage,4796,4796,VARIABELEFTREG
TBF. forskudsferie timer,4797,4797,VARIABELEFTREG
Ferie fravær,4800,4800,FRAVÆR
Ferie sidste år,4801,4801,FRAVÆR
Fri egen regning,4880,4880,FRAVÆR
Opsp. ferietillæg lovgrundlag,4900,4900,STILLINGSKATEGORI
Opsp. ferietillæg OK-grundlag,4901,4901,STILLINGSKATEGORI
Ferietillæg lov.grl-kalenderår,4902,4902,STILLINGSKATEGORI
Ferietillæg OK-grl. Kalenderår,4904,4904,STILLINGSKATEGORI
Sygeløn ændring af grundlag,5000,5000,STILLINGSKATEGORI
Sygeløn grundlag 6001(B),5001,5001,STILLINGSKATEGORI
Pension af FP - FKTO NYFLOV,55375,5375,FAST
Pension af feriepenge NYFLOV,55370,5570,FAST
Beløb til grundlag (pension),5700,5700,FAST
Beløb til grundlag (pension),5750,5750,VARIABEL
Pensionsudbetaling,5800,5800,FAST
Pensionsudbetaling,5801,5801,VARIABEL
Reg. AM-grundlag 5990/5991,5989,5989,VARIABEL
Fritvalgskonto-AM-pension bel.,5990,5990,FAST
Fritvalgskonto-AM-pension bel.,5991,5991,VARIABEL
Pension til feriegrundlag,5994,5994,FAST
Pensionsgrundlag/pension,5995,5995,FAST
Pension felt 147-148 omkonter,5996,5996,FAST
AM-pension ..... % i tabel,6000,6000,FAST
Pension hensat Senior,24401,6000,FAST
AM-pension ..... % i tabel,48801,6000,FAST
AM-pension ..... % i tabel,48803,6000,FAST
AM-pension ..... % i tabel,48810,6000,FAST
AM-pension ..... % i tabel,48820,6000,FAST
AM-pension ..... % i tabel,48830,6000,FAST
AM-pension ..... % i tabel,48840,6000,FAST
AM-pension ..... % i tabel,48850,6000,FAST
AM-pension ..... % i tabel,48860,6000,FAST
AM-pension ..... % i tabel,48870,6000,FAST
AM-pension ..... % i tabel,48880,6000,FAST
AM-pension ..... % i tabel,48890,6000,FAST
AM-pension ..... % i tabel,48910,6000,FAST
AM-pension ..... % i tabel,48920,6000,FAST
AM-pension ..... % i tabel,48930,6000,FAST
AM-pension ..... % i tabel,48940,6000,FAST
AM-pension ..... % i tabel,48950,6000,FAST
AM-pension ..... %,6003,6003,FAST
AM-pension ..... %,6005,6005,FAST
AM-pension ..... %,6007,6007,FAST
Fritvalgskonto-AM-pension %,6009,6009,FAST
AM-pension egen beløb friv.,6010,6010,FAST
AM-pension egen % friv.,6011,6011,FAST
AM-pension egen % friv.,6012,6012,FAST
AM-pension ..... % i tabel,6013,6013,FAST
AM-pension ..... beløb,6015,6015,FAST
AM-pension egen % friv.,6017,6017,FAST
AM-pension ...... §53 beløb,6018,6018,FAST
AM-pension ..... §53 %,6019,6019,FAST
Pension ..... % i tabel,6020,6020,FAST
AM-pension ...... §53 beløb,6022,6022,VARIABEL
AM-pension ..... §53 %,6023,6023,FAST
Pension ..... % i tabel,6024,6024,FAST
AM-pension ..... % i tabel,6026,6026,FAST
AM-pension ..... §53 %,6028,6028,FAST
Fritvalg lokal-AM-pension %,6029,6029,FAST
Pension ..... % i tabel,6030,6030,FAST
AM-pension ..... beløb,6032,6032,FAST
Pension ..... % i tabel,6034,6034,FAST
AM-pension arb.giv.beløb friv.,6036,6036,FAST
AM-pension arbejdsgiver % friv,6037,6037,FAST
Pension ..... % i tabel,6040,6040,FAST
Pension ..... % i tabel,6044,6044,FAST
Pension ..... % i tabel,6050,6050,FAST
Pension ..... % i tabel,6054,6054,FAST
Pension ..... % i tabel,6070,6070,FAST
Pension ..... % i tabel,6074,6074,FAST
AM-pension ..... beløb i tabel,6080,6080,FAST
Pension ..... Beløb i tabel,6082,6082,FAST
Pension PI ..... beløb i tabel,6084,6084,FAST
Pension Red. beløb i tabel,6086,6086,FAST
Pension PI Red. beløb i tabel,6088,6088,FAST
Pension ..... %,6090,6090,FAST
Pension PI ..... % i tabel,6120,6120,FAST
Pension PI ..... % i tabel,6124,6124,FAST
Pension PI ..... % i tabel,6130,6130,FAST
Pension PI ..... % i tabel,6134,6134,FAST
Pension PI ..... % i tabel,6140,6140,FAST
Pension PI ..... % i tabel,6144,6144,FAST
Pension PI ..... % i tabel,6170,6170,FAST
Pension PI ..... % i tabel,6174,6174,FAST
Pension PI ..... %,6190,6190,FAST
Pension ..... %,6200,6200,FAST
Pension ..... %,6204,6204,FAST
Pension ..... % §53,6209,6209,FAST
Pension ..... %,6210,6210,FAST
Pension ..... %,6214,6214,FAST
Pension ..... %,6220,6220,FAST
Pension ..... %,6224,6224,FAST
Pension ..... %,6230,6230,FAST
Pension ..... %,6234,6234,FAST
Pension ..... %,6250,6250,FAST
Pension ..... %,6270,6270,FAST
Pension PI ..... %,6300,6300,FAST
Pension PI ..... %,6304,6304,FAST
Pension ..... % §53 PI,6309,6309,FAST
Pension PI ..... %,6310,6310,FAST
Pension PI ..... %,6314,6314,FAST
Pension PI ..... %,6320,6320,FAST
Pension PI ..... %,6324,6324,FAST
Pension PI ..... %,6350,6350,FAST
Pension .... beløb,6400,6400,FAST
Pension ..... beløb,6402,6402,FAST
Pension ..... beløb,6405,6405,FAST
Pension ..... beløb,6407,6407,FAST
Pension .... beløb §53,6409,6409,FAST
Pension PI ..... beløb,6410,6410,FAST
Pension PI ..... beløb,6412,6412,FAST
Pension PI ..... beløb,6415,6415,FAST
Pension PI ..... beløb,6417,6417,FAST
Pension .... beløb §53 PI,6419,6419,FAST
Pension PI ..... beløb,6425,6425,VARIABEL
Pension .... beløb §53,6429,6429,VARIABEL
Pension ..... %,6430,6430,FAST
Pension ..... %,6435,6435,FAST
AM-pension ..... %,6437,6437,FAST
AM-pension egen % friv.,6439,6439,FAST
Pension PI ..... %,6440,6440,FAST
Pension ..... %,6442,6442,FAST
AM-pension orlov/forhøjet,6450,6450,FAST
AM-pension orlov/forhøjet,6455,6455,VARIABEL
Pension orlov/forhøjet,6460,6460,FAST
Pension orlov/forhøjet,6465,6465,VARIABEL
Fritvalgskonto-pension %,6470,6470,FAST
Fritvalgskonto-pension %,6471,6471,VARIABEL
Fritvalgskonto-pension %,6472,6472,FAST
Fritvalgskonto-pension PI .. %,6475,6475,FAST
Fritvalgskonto-pension PI .. %,6476,6476,VARIABEL
Fritvalgskonto udbetaling,6510,6510,VARIABEL
Fritvalgskonto udbetaling,6511,6511,VARIABEL
Fritvalgskonto udbetaling,6515,6515,VARIABEL
Fritvalgskonto udbetaling,6516,6516,FAST
Fritvalgskonto udbetaling,6517,6517,VARIABEL
Fritvalgskonto udbetaling,6518,6517,VARIABEL
Fritvalgskonto udbetaling,6540,6540,FAST
AM-pension minimun,6550,6550,FAST
Pension minimun,6551,6551,FAST
Pension ..... % i tabel pulje,6600,6600,FAST
Pension ..... % pulje,6602,6602,FAST
Pension ..... beløb pulje,6604,6604,FAST
Pension ..... % / pulje,6640,6640,FAST
Pension PI ..... % / pulje,6642,6642,FAST
Pension ..... rest max,6644,6644,FAST
Pension ..... rest max PI,6646,6646,FAST
Pension ..... beløb / pulje,6650,6650,FAST
Pension PI ..... beløb / pulje,6652,6652,FAST
Pension ..... % / pulje,6654,6654,FAST
Pension ..... % / pulje,6656,6656,FAST
Pension PI ..... % / pulje,6658,6658,FAST
Pension PI ..... % / pulje,6660,6660,FAST
Udb. pension ..... / pulje,6662,6662,FAST
Udb. pension ..... % / pulje,6664,6664,FAST
Pension PI ..... % / pulje,6666,6666,FAST
Pension ..... % / pulje,6668,6668,FAST
Pension PI ..... % / pulje,6670,6670,FAST
Pension PI ..... % / pulje,6672,6672,FAST
Pension ..... beløb / pulje,6675,6675,FAST
Pension PI ..... beløb / pulje,6677,6677,FAST
Pension ..... % / pulje,6680,6680,FAST
Pension ..... % / pulje,6682,6682,FAST
Pension PI ..... % / pulje,6684,6684,FAST
Pension PI ..... % / pulje,6686,6686,FAST
Pension  ..... % / pulje §53,6688,6688,FAST
Pension PI ..... % / pulje §53,6689,6689,FAST
Pension ..... rest pulje,6690,6690,FAST
Pension ..... rest pulje PI,6692,6692,FAST
Udb. pension ..... % / pulje,6694,6694,FAST
St. Bededagskompensation,7500,7500,STILLINGSKATEGORI
St. bededagskomp. Korrektion (saldo),7510,7510,VARIABEL
"St. bededagskomp. Udbetaling ad hoc, m/saldokontrol",7525,7525,VARIABEL
St. bededagskomp. Løbende udbetaling pr. måned,7530,7530,FAST
St. bededagskomp. Udbetaling med lønnen for maj/august,7535,7535,FAST
St. Bededagskomp. STOP,7565,7565,FAST
Grundlag st. bededagskomp. Barsel med delvis løn,7550,7550,FAST
Grundlag st. bededagskomp. Barsel uden løn,7555,7555,VARIABEL
Udbetaling af st.bededagskomp. v/fratrædelse,7540,7540,STILLINGSKATEGORI
St. bededagskomp. AM-Pension,7560,7560,FAST
St. bededagskomp. Ordinær pension,7570,7570,FAST
St. bededagskomp. PI pension (pengeinstitut),7575,7575,FAST
AM-pension af St. bededag,7580,7580,FAST
Pension Firma St.bededag,7585,7585,FAST
PI-Pension Firma St.bededag,7590,7590,FAST
PI-Pension Firma St.bededag §53,7592,7592,FAST
Pension Firma St.bededag §53,7593,7593,FAST
Medarbejder obligation,7800,7800,FAST
Medarbejder obligation,7802,7802,FAST
Medarbejder obligation,7805,7805,FAST
Medarbejder obligation,7806,7806,VARIABEL
