Lønartnr,Udskrivnings sekvens,Navn,Type,Input,Sats,Pensionsgrundlag,Frivilligt medarbejder indb.,Ferieberretiget,Fp-reduktion,Afv. Udskriftslønart,Efterregulering,E-indkomst timer,ATP-Timer,Før/efter skat,Tillæg/fradrag,E-indkomst,Indtægtstype,IL-typer,Decentral,Kommentar
6551,6551,Pension minimun,FAST,,,,,,,,Ja,,,Før,,148,,122.122,,
6600,6600,Pension ..... % i tabel pulje,FAST,"Grundlag 1/2/3/4/5,",,,,,,,Ja,,,Før,,,,122,"16-Grundlag 1/2/3/4/5, ",
6602,6602,Pension ..... % pulje,FAST,"Firma pct.,Grundlag 1/2/3/4/5,Medarbejder pct., ",,,,,,,Ja,,,Før,,,,122,"15-Firma pct.,16-Grundlag 1/2/3/4/5,12-Medarbejder pct., ",
6604,6604,Pension ..... beløb pulje,FAST,"Firma beløb,Eget beløb,",,,,,,,Ja,,,Før,,,,122,"14-Firma beløb,11-Eget beløb,",
6640,6640,Pension ..... % / pulje,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5,Max beløb, ",,,,,,,Ja,,,Før,,148.147,,122,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5,17-Max beløb, ",
6642,6642,Pension PI ..... % / pulje,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5,Max Beløb, ",,,,,,,Ja,,,Før,,148.147,,122,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5,17-Max Beløb, ",
6644,6644,Pension ..... rest max,FAST,,,,,,,,Ja,,,Før,,148,,122,,
6646,6646,Pension ..... rest max PI,FAST,,,,,,,,Ja,,,Før,,148,,122,,
6650,6650,Pension ..... beløb / pulje,FAST,"Firma beløb,Medarbejder beløb,Reducer ej, ",,,,,,,Ja,,,Før,,148.147,,122,"14-Firma beløb,11-Medarbejder beløb,13-Reducer ej, ",
6652,6652,Pension PI ..... beløb / pulje,FAST,"Firma beløb,Medarbejder beløb,Reducer ej, ",,,,,,,Ja,,,Før,,148.147,,122,"14-Firma beløb,11-Medarbejder beløb,13-Reducer ej, ",
6654,6654,Pension ..... % / pulje,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5, ",,1-6,,,,,Ja,,,Før,,148.147,,122,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5, ",
6656,6656,Pension ..... % / pulje,FAST,"Grundlag 1/2/3/4/5,",,1-6,,,,,Ja,,,Før,,148.147,,122,"16-Grundlag 1/2/3/4/5, ",
6658,6658,Pension PI ..... % / pulje,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5, ",,1-6,,,,,Ja,,,Før,,148.147,,122,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5, ",
6660,6660,Pension PI ..... % / pulje,FAST,"Grundlag 1/2/3/4/5,",,1-6,,,,,Ja,,,Før,,148.147,,122,"16-Grundlag 1/2/3/4/5, ",
6662,6662,Udb. pension ..... / pulje,FAST,"Firma beløb,Medarbejder beløb,",,,,,,,Ja,,,Før,,,,10,"14-Firma beløb,11-Medarbejder beløb,",
6664,6664,Udb. pension ..... % / pulje,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5, ",,1-6,,,,,Ja,,,Før,,,,10,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5, ",
6666,6666,Pension PI ..... % / pulje,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5, ",,1-6,,,,,Ja,,,Før,,148.147,,122,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5, ",
6668,6668,Pension ..... % / pulje,FAST,"Grundlag 1/2/3/4/5,",,1-6,,,,,Ja,,,Før,,148.147,,122,"16-Grundlag 1/2/3/4/5, ",
6670,6670,Pension PI ..... % / pulje,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5, ",,1-6,,,,,Ja,,,Før,,148.147,,122,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5, ",
6672,6672,Pension PI ..... % / pulje,FAST,"Grundlag 1/2/3/4/5,",,1-6,,,,,Ja,,,Før,,148.147,,122,"16-Grundlag 1/2/3/4/5, ",
6675,6675,Pension ..... beløb / pulje,FAST,"Firma beløb,Medarbejder beløb,Reducer ej, ",,,,,,,Ja,,,Før,,148.147,,122,"14-Firma beløb,11-Medarbejder beløb,13-Reducer ej, ",
6677,6677,Pension PI ..... beløb / pulje,FAST,"Firma beløb,Medarbejder beløb,Reducer ej, ",,,,,,,Ja,,,Før,,148.147,,122,"14-Firma beløb,11-Medarbejder beløb,13-Reducer ej, ",
6680,6680,Pension ..... % / pulje,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5, ",,1-6,,,,,Ja,,,Før,,148.147,,122,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5, ",
6682,6682,Pension ..... % / pulje,FAST,"Grundlag 1/2/3/4/5,",,1-6,,,,,Ja,,,Før,,148.147,,122,"16-Grundlag 1/2/3/4/5, ",
6684,6684,Pension PI ..... % / pulje,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5, ",,1-6,,,,,Ja,,,Før,,148.147,,122,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5, ",
6686,6686,Pension PI ..... % / pulje,FAST,"Grundlag 1/2/3/4/5,",,1-6,,,,,Ja,,,Før,,148.147,,122,"16-Grundlag 1/2/3/4/5, ",
6688,6688,Pension  ..... % / pulje §53,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5, ",,1-6,,,,,Ja,,,Før,,148.147,,10.122,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5, ",
6689,6689,Pension PI ..... % / pulje §53,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5, ",,1-6,,,,,Ja,,,Før,,148.147,,10.122,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5, ",
6690,6690,Pension ..... rest pulje,FAST,,,,,,,,Ja,,,Før,,148,,122,,
6692,6692,Pension ..... rest pulje PI,FAST,,,,,,,,Ja,,,Før,,148,,122,,
6694,6694,Udb. pension ..... % / pulje,FAST,,,,,,,,Ja,,,Før,,,,10,,
7500,7500,St. Bededagskompensation,STILLINGSKATEGORI,,,,,Ja,,,Ja,,,Før,Tillæg,13,,10.28,,
7510,7510,St. bededagskomp. Korrektion (saldo),VARIABEL,Beløb (+/-),,,,,,,,,,,,,,,11-Beløb ,
7525,7525,"St. bededagskomp. Udbetaling ad hoc, m/saldokontrol",VARIABEL,Beløb,,,,Ja,,,,,,Før,Tillæg,13,,10.28,11-Beløb ,
7530,7530,St. bededagskomp. Løbende udbetaling pr. måned,FAST,,,,,Ja,,,Ja,,,Før,Tillæg,13,,10.28,,
7535,7535,St. bededagskomp. Udbetaling med lønnen for maj/august,FAST,,,,,Ja,,,Ja,,,Før,Tillæg,13,,10.28,,
7565,7565,St. Bededagskomp. STOP,FAST,,,,,,,,Ja,,,,,,,,,
7550,7550,Grundlag st. bededagskomp. Barsel med delvis løn,FAST,Beløb (Grundlaget),,,,Ja,,,Ja,,,Før,Tillæg,13,,10.28,,
7555,7555,Grundlag st. bededagskomp. Barsel uden løn,VARIABEL,Beløb (Grundlaget),,,,Ja,,,,,,Før,Tillæg,13,,10.28,,
7540,7540,Udbetaling af st.bededagskomp. v/fratrædelse,STILLINGSKATEGORI,,,,,Ja,,,Ja,,,Før,Tillæg,13,,10.28,,
7560,7560,St. bededagskomp. AM-Pension,FAST,Procent,F.eks. 100% = hele tillægget,,,,,,Ja,,,Før,,147,,122,15-Firma pct.,
7570,7570,St. bededagskomp. Ordinær pension,FAST,Procent,F.eks. 100% = hele tillægget,,,,,,Ja,,,Før,,147,,122,15-Firma pct.,
7575,7575,St. bededagskomp. PI pension (pengeinstitut),FAST,Procent,F.eks. 100% = hele tillægget,,,,,,Ja,,,Før,,147,,122,15-Firma pct.,
7580,7580,AM-pension af St. bededag,FAST,"Firma beløb,Medarbejder beløb, Afregningstype",,,,,,,Ja,,,Før,,147.148,,,"15-Firma pct.,12-Medarbejder pct.",
7585,7585,Pension Firma St.bededag,FAST,"Firma beløb,Medarbejder beløb, Afregningstype",,,,,,,Ja,,,,,147.148,,,"15-Firma pct.,12-Medarbejder pct.",
7590,7590,PI-Pension Firma St.bededag,FAST,"Firma beløb,Medarbejder beløb, Reg./Kontonr.",,,,,,,Ja,,,,,147.148,,,"15-Firma pct.,12-Medarbejder pct.",
7592,7592,PI-Pension Firma St.bededag §53,FAST,"Firma beløb,Medarbejder beløb, Reg./Kontonr.",,,,,,,Ja,,,,,147.148,,,"15-Firma pct.,12-Medarbejder pct.",
7593,7593,Pension Firma St.bededag §53,FAST,"Firma beløb,Medarbejder beløb, Afregningstype",,,,,,,Ja,,,,,147.148,,,"15-Firma pct.,12-Medarbejder pct.",
7800,7800,Medarbejder obligation,FAST,"Aftalt procent.,Grundlag 1/2/3/4/5/6,",,,,,,,Ja,,,Før,Fradrag,13,,,"12-Aftalt procent.,16-Grundlag 1/2/3/4/5/6,",
7802,7802,Medarbejder obligation,FAST,"Aftalt procent.,Tillæg firmapension Ja/nej 1/0,Grundlag 1/2/3/4/5/6,Minus pers.goder Ja/nej 1/0, ",,,,,,,Ja,,,Før,Fradrag,13,,,0,
7805,7805,Medarbejder obligation,FAST,"Aftalt Beløb,",,,,,,,Ja,,,Før,Fradrag,13,,,"11-Aftalt Beløb, ",
7806,7806,Medarbejder obligation,VARIABEL,"Aftalt Beløb,",,,,,,,,,,Før,Fradrag,13,,,"11-Aftalt Beløb, ",
7809,7809,Medarbejder Obligation saldo,VARIABEL,"Beløb,",,,,,,,,,,Før,,,,,"11-Beløb, ",
7950,7950,Timer til ATP,VARIABEL,"Timer,",,,,,,,,,Ja,Før,,,,10,"9-Timer, ",
7951,7951,Timer til ATP & E-indkomst,VARIABEL,"Timer,",,,,,,,,Ja,Ja,Før,,200,,10,"9-Timer, ",
7952,7952,Timer til E-indkomst,VARIABEL,"Timer,",,,,,,,,Ja,,Før,,200,,,"9-Timer, ",
8078,8078,Barselsfond MD stop,FAST,,,,,,,,Ja,,,Før,,,,,,
8079,8079,Barselsfond 14dg løn stop,FAST,,,,,,,,Ja,,,Før,,,,,,
8080,8080,ATP E-sats månedslønnede,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8081,8081,ATP E-sats timelønnede,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8082,8082,ATP E-sats timer x sats,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8083,8083,ATP F-sats månedslønnede,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8084,8084,ATP F-sats timelønnede,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8085,8085,ATP F-sats timer x sats,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8090,8090,ATP A-sats aflønning pr. måned,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8091,8091,ATP B-sats månedslønnede,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8092,8092,ATP C-sats månedslønnede,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8093,8093,ATP A-sats aflønning pr. 14-dag,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8094,8094,ATP timer x sats timelønnede,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8095,8095,ATP C-sats timelønnede,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8096,8096,ATP A-sats timer x sats,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8098,8098,ATP,FAST,"Beløb medarbejder,Beløb firma,",,,,,,,Ja,,,Før,Fradrag,"46,13,45",,121,"11-Beløb medarbejder,14-Beløb firma,",
8099,8099,ATP stop,FAST,,,,,,,,Ja,,,Før,,,,,,
8105,8105,ATP timer A-sats,VARIABEL,"Timer,",Gen218,,,,,,Ja,,,Før,Fradrag,"46,13,45",,"121,121,121,","9-Timer, ",
8109,8109,ATP timer E-sats,VARIABEL,"Timer,",Gen308,,,,,,Ja,,,Før,Fradrag,"46,13, ",,121,"9-Timer, ",
8115,8115,ATP timer B-sats,VARIABEL,"Timer,",Gen219,,,,,,Ja,,,Før,Fradrag,"46,13, ",,"121,121,121,","9-Timer, ",
8119,8119,ATP timer F-sats,VARIABEL,"Timer,",Gen478,,,,,,Ja,,,Før,Fradrag,"46,13, ",,121,"9-Timer, ",
8125,8125,ATP timer C-sats,VARIABEL,"Timer,",Gen220,,,,,,Ja,,,Før,Fradrag,"46,13, ",,"121,121,121,","9-Timer, ",
8130,8130,ATP ukendt tid A-sats,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,"46,13,45",,121.121,,
8131,8131,ATP ukendt tid E-sats,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,"46,13, ",,121.121,,
8132,8132,ATP ukendt tid F-sats,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,"46,13, ",,121.121,,
8140,8140,ATP ukendt tid B-sats,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,"46,13, ",,121.121,,
8150,8150,ATP ukendt tid C-sats,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,"46,13, ",,121.121,,
8161,8161,ATP korrektion A-sats,VARIABEL,"Medarb.+ = fradrag/ - = tillæg,Firma + = fradrag/ - = tillæg,",,,,,,,,,,Før,Fradrag,"46,13,45",,,"11-Medarb.+ = fradrag/ - = tillæg,14-Firma + = fradrag/ - = tillæg,",
8162,8162,ATP korrektion B-sats,VARIABEL,"+ = fradrag/ - = tillæg,",,,,,,,,,,Før,Fradrag,"46,13, ",,121.121,"11-+ = fradrag/ - = tillæg, ",
8163,8163,ATP korrektion C-sats,VARIABEL,"+ = fradrag/ - = tillæg,",,,,,,,,,,Før,Fradrag,"46,13, ",,121.121,"11-+ = fradrag/ - = tillæg, ",
8165,8165,ATP korrektion E-sats,VARIABEL,"+ = fradrag/ - = tillæg,",,,,,,,,,,Før,Fradrag,"46,13, ",,121,"11-+ = fradrag/ - = tillæg, ",
8166,8166,ATP korrektion F-sats,VARIABEL,"+ = fradrag/ - = tillæg,",,,,,,,,,,Før,Fradrag,"46,13, ",,121,"11-+ = fradrag/ - = tillæg, ",
8172,8172,ATP firmabidrag regulering,VARIABEL,"Beløb +/-,",,,,,,,,,,Før,,46,,122.122,"11-Beløb +/-, ",
8180,8180,Barselsfond MD,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8181,8181,Barselsfond 14dg,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8182,8182,Barselsfond MD,FAST,,,,,,,,Ja,,,Før,,,,,,
8183,8183,Barselsfond 14dg,FAST,,,,,,,,Ja,,,Før,,,,,,
8184,8184,Barselsfond MD,FAST,,,,,,,,Ja,,,Før,,,,,,
8185,8185,Barselsfond 14dg,FAST,,,,,,,,Ja,,,Før,,,,,,
8187,8187,Barselsfond sats løsarbejder,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
8188,8188,Barselsfond sats løsarbejder,FAST,,,,,,,,Ja,,,Før,,,,,,
8190,8190,Skattedage i perioden,VARIABEL,"Antal skattedage,",,,,,,,Ja,,,Før,,,,,"9-Antal skattedage, ",
8199,8199,"Skat, AM- og SP-bidr. grupp.",STILLINGSKATEGORI,,,,,,,,Ja,,,Efter,,,,,,
54141,8200,Ferie indeværende år kontant,VARIABEL,,,,,,,8200,Ja,,,Før,,,,10.24,,
54146,8200,Feriepenge fond(kontant),VARIABEL,,,,,,,8200,Ja,,,Før,,198,,10,,
8209,8209,"AM-bidrag stop (jf. ligningslovens §53A, felt 13 og indkomsttype 09)",FAST,,,,,,,,Ja,,,Før,,,,,,
8210,8210,AM-bidrag stop (felt 14),FAST,,,,,,,,Ja,,,Før,,14,,,,
12381,8218,Rettelse AM Grundlag,VARIABEL,"Beløb,",,,,,,8218,,,,Før,,,,10,"11-Beløb, ",
8221,8221,Regulering AM-bidrag,VARIABEL,"+:mere AM, -:mindre AM,",,,,,,,Ja,,,Før,Fradrag,16,,,"11-+:mere AM, -:mindre AM, ",
12221,8221,Regulering AM-bidrag EFTREG,VARIABELEFTREG,"+:mere AM, -:mindre AM,",,,,,,8221,Ja,,,Før,Fradrag,16,,,"11-+:mere AM, -:mindre AM, ",
8223,8223,Bidrag til obl. socialsik. udl,VARIABEL,"Beløb,",,,,,,,Ja,,,Før,Fradrag,89,,,"11-Beløb, ",
8251,8251,Regulering A-skat,VARIABEL,"+:mere skat, -:mindre skat,",,,,,,,,,,Efter,Fradrag,15,,,"11-+:mere skat, -:mindre skat, ",
12251,8251,Regulering A-skat EFTREG.,VARIABELEFTREG,"+:mere skat, -:mindre skat,",,,,,,8251,Ja,,,Efter,Fradrag,15,,,"11-+:mere skat, -:mindre skat, ",
8284,8284,Feriefri brutto,STILLINGSKATEGORI,,,,,,,,Ja,,,Før,,,,,,
40055,8298,Korr Dage/FP Løbende beregning,VARIABELEFTREG,"Brutto feriepenge,Ferie dage,",,,,,,8298,Ja,,,Før,,,,0,"11-Brutto feriepenge,9-Ferie dage,",
40065,8298,Sygeferiepenge - lb. beregnet,VARIABELEFTREG,"Bruttoferiepenge af sygeløn,",,,,,,8298,Ja,,,Før,,198,,,"11-Bruttoferiepenge af sygeløn, ",Se vejledning for nærmere forklaring: https://community.visma.com/t5/Vejledninger-i-Visma-Lon/Ferie-vejledning-til-Visma-Lon/ta-p/328325
40067,8298,Sygeferiepenge - lb. beregnet,VARIABELEFTREG,"Antal timer,",Res40067,,,,,8298,Ja,,,Før,,198,,,"9-Antal timer, ",Se vejledning for nærmere forklaring: https://community.visma.com/t5/Vejledninger-i-Visma-Lon/Ferie-vejledning-til-Visma-Lon/ta-p/328325
4767,8300,Tildel Forskudsferie Lb.indb.,VARIABELEFTREG,"Feriedage,Bruttoferiepenge,",,2.6,,,,8300,Ja,,,Før,,,,24,"9-Feriedage,11-Bruttoferiepenge,",
40120,8302,Korr. fratr. Feriep/dage I år,VARIABEL,"Feriedage,Feriepenge,",,,,,,8302,Ja,,,Før,,13,,24,"9-Feriedage,11-Feriepenge,",Se vejledning for nærmere forklaring: https://community.visma.com/t5/Vejledninger-i-Visma-Lon/Overforsel-udbetaling-og-nulstilling-af-restferie-herunder-5/ta-p/424611
40125,8306,Feriepenge tidl. år (dage),VARIABEL,,,,,,,8306,,,,Før,,,,24,,Se vejledning for nærmere forklaring: https://community.visma.com/t5/Vejledninger-i-Visma-Lon/Overforsel-udbetaling-og-nulstilling-af-restferie-herunder-5/ta-p/424611
40130,8306,Korr. fratr. Feriep/dage S år,VARIABEL,"Feriedage,Feriepenge,",,,,,,8306,Ja,,,Før,,13,,24,"9-Feriedage,11-Feriepenge,",Se vejledning for nærmere forklaring: https://community.visma.com/t5/Vejledninger-i-Visma-Lon/Overforsel-udbetaling-og-nulstilling-af-restferie-herunder-5/ta-p/424611
8319,8319,AM-grundlag feriepenge,VARIABEL,"Beløb,",,,,,,,Ja,,,Før,,,,,"11-Beløb, ",
4790,8324,Anmodet Feriekort udbetaling,VARIABELEFTREG,"Antal dage,Feriepenge kort,",,,,,,8324,Ja,,,Før,,113,,24,"9-Antal dage,11-Feriepenge kort,",Bogførs på konto 4793 feriepenge sidste år og 4794 feriepenge indv. År
8349,8349,Stop bundfradrag lb.f.skat,STILLINGSKATEGORI,,,,,,,,,,,Før,,,,,,
8392,8392,Overførsel til FerieKonto reg.,VARIABEL,"Feriepengen netto,Opsparede feriedage,Feriepenge opsparing, ",,,,,,,,,,Før,Tillæg,"203,202, ",,24,"11-Feriepengen netto,9-Opsparede feriedage,14-Feriepenge opsparing, ",
4441,8410,Fritvalgskonto- ferieafregning,VARIABEL,,,,,,,8410,,,,Før,,,,29,,
4442,8410,Fritvalgskonto-ferieafregning,VARIABEL,,,,,,,8410,,,,Før,,,,29,,
54144,8452,Feriepenge fond (kort),VARIABEL,,,,,,,8452,Ja,,,Før,,,,,,
8486,8486,Feriekonto manuel afr. alle,VARIABEL,,,,,,,,,,,Før,,,,,,
8491,8491,Overføres til FerieKonto reg.,VARIABEL,"Feriepenge netto,Feriedage,",,,,,,,,,,Før,,,,,"11-Feriepenge netto,9-Feriedage,",
8492,8492,F.kr.konto manuel afr. år 0,VARIABEL,,,,,,,,,,,Før,,,,,,
8546,8546,F.kr.konto manuel afr. år-1,VARIABEL,,,,,,,,,,,Før,,,,,,
8596,8596,F.kr.konto manuel afr. år-2,VARIABEL,,,,,,,,,,,Før,,,,,,
5500,8620,Jubilæumsgratiale,VARIABEL,"Beløb,",,,,,,8620,Ja,,,Før,Tillæg,69,,11,"11-Beløb, ",
5501,8620,Fratrædelsesgodtgørelse,VARIABELEFTREG,"Beløb,",,,,,,8620,Ja,,,Før,Tillæg,69,,11,"11-Beløb, ",
5510,8620,Tinggave ved jubilæum,VARIABELEFTREG,"Beløb,",,,,,,8620,Ja,,,Før,Tillæg,"69,71, ",,11,"11-Beløb, ",
5511,8620,Tinggave ved Fratrædelse,VARIABELEFTREG,"Beløb,",,,,,,8620,Ja,,,Før,Tillæg,"69,71, ",,11,"11-Beløb, ",
5520,8620,Jubilæumsgratiale pension Info,VARIABELEFTREG,"Beløb til pension,",,,,,,8620,Ja,,,Før,Fradrag,"69,70,147",,11,"11-Beløb til pension, ",
5521,8620,Fratrædelsesgodtg.pension Info,VARIABELEFTREG,"Beløb til pension,",,,,,,8620,Ja,,,Før,Fradrag,"69,70,147",,11,"11-Beløb til pension, ",
5530,8620,Jubilæumsgratiale pension PI,VARIABELEFTREG,"Beløb til pension,",,,,,,8620,Ja,,,Før,Fradrag,"69,70,147",,11,"11-Beløb til pension, ",
5531,8620,Fratrædelsesgodtg. pension PI,VARIABELEFTREG,"Beløb til pension,",,,,,,8620,Ja,,,Før,Fradrag,"69,70,147",,11,"11-Beløb til pension, ",
5540,8620,Jubilæumsgratiale AM-pension,VARIABELEFTREG,"Beløb til pension,",,,X,,,8620,Ja,,,Før,Fradrag,"69,70,147",,11,"11-Beløb til pension, ",
5541,8620,Fratrædelsesgodtg. AM-pension,VARIABELEFTREG,"Beløb til pension,",,,X,,,8620,Ja,,,Før,Fradrag,"69,70,147",,11,"11-Beløb til pension, ",
5550,8620,Jubilæumsgratiale pension PI,VARIABELEFTREG,"Beløb,",,,,,,8620,Ja,,,Før,Fradrag,"69,70,147",,11,"11-Beløb, ",
5551,8620,Fratrædelsesgodtg. pension PI,VARIABELEFTREG,"Beløb,",,,,,,8620,Ja,,,Før,Fradrag,"69,70,147",,11,"11-Beløb, ",
5560,8620,Jubilæumsgratiale pension INFO,VARIABELEFTREG,"Beløb,",,,,,,8620,Ja,,,Før,Fradrag,"69,70,147",,11,"11-Beløb, ",
5565,8620,Fratrædelsesgodtg.pension INFO,VARIABELEFTREG,"Beløb,",,,,,,8620,Ja,,,Før,Fradrag,"69,70,147",,11,"11-Beløb, ",
4530,8701,Beskat SH-portioner,VARIABEL,"Antal SH portioner,",Res4510,,,,,8701,,,,Før,Tillæg,248,,24,"9-Antal SH portioner, ",
8725,8725,AM-bidrag årets SH-restsaldo,VARIABEL,"Beløb,AM-grundlag,",,,,,,,,,,Før,Tillæg,"13,16, ",,10.1,0,
8755,8755,A-skat af årets SH-restsaldo,VARIABEL,"Beløb,A-skat grundlag,",,,,,,,,,,Før,Tillæg,15,,,0,
8760,8760,Alderspension PI beløb,FAST,"Beløb,",,,,,,,Ja,,,Efter,Fradrag,,,,"11-Beløb, ",
8761,8761,Alderspension beløb,FAST,"Beløb,",,,,,,,Ja,,,Efter,Fradrag,,,,"11-Beløb, ",
8796,8796,Manuel overf. feriekonto,VARIABEL,,,,,,,,Ja,,,Før,Tillæg,"203,202, ",,,,
48800,8800,Pension Start,FAST,,,,,,,8800,Ja,,,Før,Tillæg,,,,,
8814,8814,Værdi af fri bolig,FAST,"Beløb,Reducer ej,",,,,,,,Ja,,,Før,Beskatning,50,,,"11-Beløb,13-Reducer ej,",
8815,8815,Værdi af fri bolig,VARIABEL,"Beløb,",,,,,,,,,,Før,Beskatning,50,,,"11-Beløb, ",
8816,8816,Fri bolig egenbetaling,FAST,"Beløb,Reducer ej,",,,,,,,Ja,,,Efter,Fradrag,50,,,"11-Beløb,13-Reducer ej,",
8817,8817,Fri bolig egenbetaling,VARIABEL,"Beløb,",,,,,,,,,,Efter,Fradrag,50,,,"11-Beløb, ",
8818,8818,Værdi af fri bolig direktør,FAST,"Beløb,Reducer ej,",,,,,,,Ja,,,Før,Beskatning,50,,,"11-Beløb,13-Reducer ej,",
8819,8819,Værdi af fri bolig direktør,VARIABEL,"Beløb,",,,,,,,,,,Før,Beskatning,50,,,"11-Beløb, ",
8820,8820,Fri bolig direktør egenbet.,FAST,"Beløb,Reducer ej,",,,,,,,Ja,,,Efter,Fradrag,50,,,"11-Beløb,13-Reducer ej,",
8821,8821,Fri bolig direktør egenbet.,VARIABEL,"Beløb,",,,,,,,,,,Efter,Fradrag,50,,,"11-Beløb, ",
8822,8822,Værdi af fri sommerhus,FAST,"Beløb,Reducer ej,",,,,,,,Ja,,,Før,Beskatning,51,,,"11-Beløb,13-Reducer ej,",
8823,8823,Værdi af fri sommerhus,VARIABEL,"Beløb,",,,,,,,,,,Før,Oplysning,51,,,"11-Beløb, ",
12823,8823,Korrektion fri sommerhus,VARIABELEFTREG,"Beløb,",,,,,,8823,Ja,,,Før,Tillæg,51,,,"11-Beløb, ",
8824,8824,Fri sommerbolig egenbetaling,FAST,"Beløb,Reducer ej,",,,,,,,Ja,,,Efter,Fradrag,51,,,"11-Beløb,13-Reducer ej,",
8825,8825,Fri sommerbolig egenbetaling,VARIABEL,"Beløb,",,,,,,,,,,Efter,Fradrag,51,,,"11-Beløb, ",
8830,8830,Værdi af fri lystbåd,FAST,"Beløb,Reducer ej,",,,,,,,Ja,,,Før,Beskatning,52,,,"11-Beløb,13-Reducer ej,",
8831,8831,Værdi af fri lystbåd,VARIABEL,"Beløb,",,,,,,,,,,Før,Beskatning,52,,,"11-Beløb, ",
8832,8832,Fri lystbåd egenbetaling,FAST,"Beløb,Reducer ej,",,,,,,,Ja,,,Efter,Fradrag,52,,,"11-Beløb,13-Reducer ej,",
8833,8833,Fri lystbåd egenbetaling,VARIABEL,"Beløb,",,,,,,,,,,Efter,Fradrag,52,,,"11-Beløb, ",
8834,8834,Værdi af fri TV-licens,FAST,"Beløb,Reducer ej,",,,,,,,Ja,,,Før,Tillæg,53,,,"11-Beløb,13-Reducer ej,",
8835,8835,Værdi af fri TV-licens,VARIABEL,"Beløb,",,,,,,,,,,Før,Tillæg,53,,,"11-Beløb, ",
8836,8836,Fri TV-licens egenbetaling,FAST,"Beløb,Reducer ej,",,,,,,,Ja,,,Efter,Fradrag,53,,,"11-Beløb,13-Reducer ej,",
8837,8837,Fri TV-licens egenbetaling,VARIABEL,"Beløb,",,,,,,,,,,Efter,Fradrag,53,,,"11-Beløb, ",
9010,9010,Antal km til lav sats,VARIABEL,"Antal KM,Sats,",,,,,,,Ja,,,Efter,Tillæg,48,109,,"9-Antal KM,10-Sats,",
9011,9011,Kørselsgodtgørelse,VARIABEL,"Antal km,","Gen119,120,108/Res9011 ",,,,,,Ja,,,,Tillæg,,,,"9-Antal km, ",
12011,9011,Korrektion KM godtgørelse,VARIABELEFTREG,"Antal km,",,,,,,9011,Ja,,,Efter,Tillæg,48,,,"9-Antal km, ",
