Lønartnr,Udskrivnings sekvens,Navn,Type,Input,Sats,Pensionsgrundlag,Frivilligt medarbejder indb.,Ferieberretiget,Fp-reduktion,Afv. Udskriftslønart,Efterregulering,E-indkomst timer,ATP-Timer,Før/efter skat,Tillæg/fradrag,E-indkomst,Indtægtstype,IL-typer,Decentral,Kommentar,Alternative_Navne
44482,4482,A/C udbetaling,VARIABEL,"Timer,Sats,",,,,Nej,,4482,Nej,Nej,Nej,Før,Tillæg,13,,2020,"9-Timer,10-Sats,",,
4483,4483,Fritvalgskonto udbetaling,VARIABEL,"Beløb,",,"3,6",,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,29,"11-Beløb, ",,"Fritvalgskonto udbetaling, Fritvalgskonto udbetaling, SH"
44483,4483,Udlæg,VARIABEL,"Enhed,Sats,",,,,Nej,,4483,Nej,Nej,Nej,Efter,Tillæg,,,,"9-Enhed,10-Sats,",,
4484,4484,Fritvalgskonto udbetaling,VARIABEL,"Beløb,",,6,,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,29,"11-Beløb, ",,"Fritvalgskonto udbetaling, Fritvalgskonto udbetaling, 2 x Helligdag"
4485,4485,Fritvalgskonto udbetaling,VARIABEL,"Beløb,",,6,,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,29,"11-Beløb, ",,"Fritvalgskonto udbetaling, Fritvalgskonto udbetaling, Fritvalgskonto udb. beløb"
4488,4488,Fritvalg udbet. v. fratræd.,VARIABEL,,,,,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,29",,,"Fritvalg udbet. v. fratræd., Fritvalg udbet. v. fratræd., Fritvalg afregning"
44488,4488,Bonus,VARIABEL,"Enhed,Sats,",,,,Nej,,4488,Nej,Nej,Nej,Før,Tillæg,13,,,"9-Enhed,10-Sats,",,
4489,4489,Fritvalgskonto udbetaling,FAST,,,,,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,29",,,
44495,4495,Feriefridage,VARIABEL,"Dage,Sats,",,,,Nej,,4495,Nej,Nej,Nej,Før,Tillæg,13,,,"9-Dage,10-Sats,",,
4500,4500,Beregning af SH-opsparing,STILLINGSKATEGORI,,Res4500,2,,Nej,,,Ja,Nej,Nej,Før,,,,,,,
24500,4500,SH-konto hensat Senior,FAST,"Procent,",,,,Nej,,4500,Ja,Nej,Nej,Før,,,,,"12-Procent, ",,
4505,4505,Beregning af SH-opsparing,STILLINGSKATEGORI,,Res4500,2,,Nej,,,Ja,Nej,Nej,Før,,,,,,,
4510,4510,SH-godtgørelse uden saldotjek,VARIABEL,"Antal SH dage,",Res4510,6,,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,24,"9-Antal SH dage, ",,"SH-godtgørelse uden saldotjek, SH-godtgørelse uden saldotjek, SH-godtgørelse"
4520,4520,SH-godtgørelse med saldotjek,VARIABEL,"Antal SH dage,",Res4510,6,,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,24,"9-Antal SH dage, ",,"SH-godtgørelse med saldotjek, SH-godtgørelse med saldotjek, SH Udbetaling"
4522,4522,SH-godtgørelse med saldotjek,VARIABEL,"Antal SH dage,",,,,Nej,,,Ja,Nej,Nej,Før,,13,,24,"9-Antal SH dage, ",,
4540,4540,SH-restsaldo udbetaling,VARIABEL,,,6,,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,24,,,"SH-restsaldo udbetaling, SH-restsaldo udbetaling, Løntillæg udbetalt"
44559,4540,Søn- og Helligdag,VARIABEL,"Timer,Sats,",Res 44559 (minimums sats),,,Ja,,4540,Nej,Ja,Ja,Før,,"200,13, ",,"13,24","9-Timer,10-Sats,",,
4541,4541,SH-restsaldo udbet.m/saldotjek,VARIABEL,,,6,,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,24,,,"SH-restsaldo udbet.m/saldotjek, SH-restsaldo udbet.m/saldotjek, SH-restsaldo udbetaling"
4542,4542,SH-saldo udbet. v. fratræd.,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,24,,,
45404,4544,"SH timer - udbetaler ikke,  red. af fb.løn og SH saldo",VARIABEL,"Timer,",Timeløn gns./Res45404,,,Nej,,4544/4546,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,13,"9-Timer, ",Lønart 45404 (Udskriftslønar 4544)tager enten resulttabelsatsen eller gns. Timesats - Samtidig bliver medarbejderen trukket i løn på lønart 13876 (udskriftslønart 4546). Konteres på lønart 45404.,
4545,4545,SH-beløb udbetaling,VARIABEL,"Beløb,",,6,,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,24,"11-Beløb, ",,"SH-beløb udbetaling, SH-beløb udbetaling, SH Udbetaling"
4546,4546,SH-beløb udbt. m/saldo tjek,VARIABEL,"Beløb,",,,,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,24,"11-Beløb, ",,"SH-beløb udbt. m/saldo tjek, Udbetalt SH, SH-betaling"
45407,4547,SH timer udbetaling,FRAVÆR,"Antal timer,",,,,Nej,,4547,Ja,Nej,Nej,Før,,13,,24,"9-Antal timer, ",,
45405,4550,SH timer udbetaling,VARIABEL,"Antal timer,",Timesats/Res45404,,,Nej,,4550,Ja,Nej,Nej,Før,Tillæg,13,,24,"9-Antal timer, ",,"SH timer udbetaling, SH timer, Helligdag/SH timer"
4555,4555,Beskat årets SH ops.,VARIABEL,,,,,Nej,,,Nej,Nej,Nej,Før,,248,,24,,,
4556,4556,Beskat årets SH ops.,STILLINGSKATEGORI,,,,,Nej,,,Nej,Nej,Nej,Før,,248,,24,,,
45406,4560,SH timer,FRAVÆR,"Timer,",,,,Ja,,4560,Ja,Ja,Ja,Før,,"200,13, ",,13,"9-Timer, ",,
4570,4570,SH opsparing til AM-pension,VARIABEL,"Beløb,",,,,Nej,,,Ja,Nej,Nej,Før,Fradrag,147,,"24,121","11-Beløb, ",,
4580,4580,Fritvalg lokal +/-,VARIABEL,"Beløb,",,,,Nej,,,Nej,Nej,Nej,Før,Tillæg,,,,"11-Beløb, ",,"Fritvalg lokal +/-, Fritvalg lokal +/-, SH 2023 overført"
4581,4581,Fritvalg lokal opsparing,FAST,,Res4406,,,Nej,,,Ja,Nej,Nej,Før,,,,,,,
4582,4582,Fritvalg lokal opsparing,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,,,,,,
4585,4585,Fritvalg lokal udbetaling,VARIABEL,"Beløb,",,6,,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,29,"11-Beløb, ",,"Fritvalg lokal udbetaling, Fritvalg udbetaling, SH udbetaling"
4587,4587,Fritvalg lokal udbetaling,FAST,,Tømmer saldo,6,,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,29,,,
4588,4588,Fritvalg lokal udbetaling,STILLINGSKATEGORI,,,6,,Nej,,,Nej,Nej,Nej,Før,,13,,29,,,
4589,4589,Fritvalg lokal udbetaling,STILLINGSKATEGORI,,,6,,Nej,,,Ja,Nej,Nej,Før,,13,,29,,,
4600,4600,Ferie med løn,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,,,,,,
4601,4601,Ferie Lb.indberetning,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,,,,,,
4607,4607,Ekstra ferietillæg OK-grundl.,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,,,,,Udbetales med ikrafttrædelseskode E,
4610,4610,Ekstra ferietillæg Lov-grundl.,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,,,,,Udbetales med ikrafttrædelseskode E,
4615,4615,"Ferietillæg,modregning Frtræd",STILLINGSKATEGORI,,,,,Nej,,,Nej,Nej,Nej,Før,,,,,,,
4617,4617,"Ferietillæg,modregning Frtræd",STILLINGSKATEGORI,,,,,Nej,,,Nej,Nej,Nej,Før,,,,,,,
4622,4622,Ekstra ferietillæg OK - Kal.år,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,,,,,Udbetales med ikrafttrædelseskode U,
4624,4624,Ekstra ferietillæg lov-Kal.år,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,,,,,Udbetales med ikrafttrædelseskode U,
4626,4626,Eks. ferietill. OKgrl. udb fr.,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,13,,24,,,
4627,4627,Eks. ferietill.lov grl.udb fr.,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,13,,24,,,
4628,4628,Eks.ferietillæg OK-grl.udb,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,,,,,,
4629,4629,Eks.ferietillæg lov.grl.ub,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,,,,,,
4632,4632,Ferietillæg lov udbt. v/fratr. ,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,,,Se vejledning for bogføring.,
9403,4632,Stop 1 % ferietillæg v/fratrædelse ,VARIABELEFTREG,,,,,Nej,,,Nej,Nej,Nej,Før,,,,,,,
4752,4752,Ferie fra tidl. arbejdsgiver,VARIABEL,"Antal dage/timer (+/-),",,,,Nej,,,Ja,Nej,Nej,Før,,,,,"9-Antal dage/timer (+/-), ","En af følgende løanrter skal oprettes i kontoplanen til træk i løn: 4866 - 4,8%, 4867 - timesats eller 4868 - 1/260. Husk opsætning af ferierækkefølge - lønart 4865.","Ferie fra tidl. arbejdsgiver, Ferie fra tidl. arbejdsgiver, Holidays former employer"
4753,4753,Korrektion ferie fra tidl. Arbejdsgiver år sidste år,VARIABEL,Dage,,,,Nej,,,Nej,Nej,Nej,,,,,,,,
4754,4754,Korrektion ferie fra tidl. Arbejdsgiver år forrige år,VARIABEL,Dage,,,,Nej,,,Nej,Nej,Nej,,,,,,,,
4755,4755,Antal arbejdsdage NyLov,VARIABEL,"Antal arb.dage i per.,","0,07 feriedag",,,Nej,,,Ja,Nej,Nej,Før,,,,0,"9-Antal arb.dage i per., ",,
4760,4760,"Udbetaling feriedage, Primo",VARIABEL,"Feriedage,",Månedsløn + evt. faste tillæg(MDLØN),,,Nej,,,Nej,Nej,Nej,Før,,,,,"9-Feriedage, ",Se vejledning for nærmere forklaring: https://community.visma.com/t5/Vejledninger-i-Visma-Lon/Overforsel-udbetaling-og-nulstilling-af-restferie-herunder-5/ta-p/424611,"Udbetaling feriedage, Primo, Udbetaling feriedage, Primo, Udbetaling feriedage"
4761,4761,"Udbetaling ferietimer, Primo",VARIABEL,"Ferietimer,",Månedsløn + evt. faste tillæg(MDLØN),,,Nej,,,Nej,Nej,Nej,Før,,,,,"9-Ferietimer, ",Se vejledning for nærmere forklaring: https://community.visma.com/t5/Vejledninger-i-Visma-Lon/Overforsel-udbetaling-og-nulstilling-af-restferie-herunder-5/ta-p/424611,"Udbetaling ferietimer, Primo, Udbetaling ferietimer, Primo, Payment of vacation hours"
4762,4762,"Udbetaling feriedage, Ultimo",VARIABEL,"Feriedage,",Månedsløn + evt. faste tillæg(MDLØN),,,Nej,,4760,Nej,Nej,Nej,Før,,,,,"9-Feriedage, ",Se vejledning for nærmere forklaring: https://community.visma.com/t5/Vejledninger-i-Visma-Lon/Overforsel-udbetaling-og-nulstilling-af-restferie-herunder-5/ta-p/424611,"Udbetaling feriedage, Ultimo, Udbetaling feriedage, Ultimo, Udbetaling feriedage"
4763,4763,"Udbetaling ferietimer, Ultimo",VARIABEL,"Ferietimer,",Månedsløn + evt. faste tillæg(MDLØN),,,Nej,,4761,Nej,Nej,Nej,Før,,,,,"9-Ferietimer, ",Se vejledning for nærmere forklaring: https://community.visma.com/t5/Vejledninger-i-Visma-Lon/Overforsel-udbetaling-og-nulstilling-af-restferie-herunder-5/ta-p/424611,"Udbetaling ferietimer, Ultimo, Udbetaling ferietimer, Ultimo, Payment of vacation hours"
4765,4765,"Tildel forskudsferie, dage",VARIABELEFTREG,"Feriedage,",,,,Nej,,,Ja,Nej,Nej,Før,,,,,"9-Feriedage, ",,
4766,4766,"Tildel forskudsferie, timer",VARIABELEFTREG,"Ferietimer,",,,,Nej,,,Ja,Nej,Nej,Før,,,,,"9-Ferietimer, ",,
4770,4770,Ferietillæg lov+OK grl. Kal.år,VARIABEL,,Tømmer saldo,,,Nej,,,Nej,Nej,Nej,Før,Tillæg,,,,,"Tømmer opsparet ferietillæg, som ikke er udbetalt, opsparet i foregående kalenderår. ",
44771,4771,Udb Ferietillæg LovGrl KalÅr 0,VARIABEL,,,,,Nej,,4771,Ja,Nej,Nej,Før,,,,"10,24",,,
44772,4772,Udb Ferietillæg OKgrl Kal.år 0,VARIABEL,,,,,Nej,,4772,Ja,Nej,Nej,Før,,,,"10,24",,,
4773,4773,Udb Ferietillæg Lov.grl Kal.år,VARIABEL,"Sidste år udb ferietillæg,Indev. år udb ferietillæg,",,,,Nej,,,Nej,Nej,Nej,Før,Tillæg,,,"10,24","10-Sidste år udb ferietillæg,11-Indev. år udb ferietillæg,",,"Udb Ferietillæg Lov.grl Kal.år, Udb Ferietillæg Lov.grl Kal.år, Manuel regulering ferietillæg"
4774,4774,Udb. Ferietillæg OK-grl Kal.år,VARIABEL,"Sidste år udb ferietillæg,Indev. år udb ferietillæg,",,,,Nej,,,Nej,Nej,Nej,Før,Tillæg,,,"10,24","10-Sidste år udb ferietillæg,11-Indev. år udb ferietillæg,",,
4775,4775,Ferietillæg lov + OK-grundlag,VARIABEL,,Tømmer saldo,,,Nej,,,Nej,Nej,Nej,Før,Tillæg,,,,,"Tømmer opsparet ferietillæg, som ikke er udbetalt, opsparet i foregående kalenderår. ",
4778,4778,Udb Ferietill ekstr Lov KalÅr,VARIABEL,"Sidste år udb ferietillæg,Indev. år udb ferietillæg,",,,,Nej,,,Nej,Nej,Nej,Før,Tillæg,,,"10,24","10-Sidste år udb ferietillæg,11-Indev. år udb ferietillæg,",,"Udb Ferietill ekstr Lov KalÅr, Ferietillæg 1/6 - 31/8 2021, Udb Ferietill ekstr Lov KalÅr"
4779,4779,Udb Ferietillæg ekstr OK KalÅr,VARIABEL,"Sidste år udb ferietillæg,Indev. år udb ferietillæg,",,,,Nej,,,Nej,Nej,Nej,Før,Tillæg,,,"10,24","10-Sidste år udb ferietillæg,11-Indev. år udb ferietillæg,",,
4780,4780,Ferietillæg Ekstra lov+OK GrLa,VARIABEL,,Tømmer saldo,,,Nej,,,Nej,Nej,Nej,Før,Tillæg,,,,,,"Ferietillæg Ekstra lov+OK GrLa, Ferietillæg Ekstra lov+OK GrLa, Ferietillæg ekstra"
4783,4783,Udb Ferietillæg ekstra lov.grl,VARIABEL,"Udb Ferietillæg ekstra lov.grl,",,"5,6",,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,24,"10-Udb Ferietillæg ekstra lov.grl, ",,"Udb Ferietillæg ekstra lov.grl, Udb Ferietillæg ekstra lov.grl, Udb Ferietillæg ekstra"
4784,4784,Udb ekstra Ferietillæg OK-grl,VARIABEL,"Udb ekstra ferietillæg OK.grl.,",,"5,6",,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,24,"10-Udb ekstra ferietillæg OK.grl., ",,"Udb ekstra Ferietillæg OK-grl, Udb ekstra Ferietillæg OK-grl, Ekstra Ferietillæg fratrædelse"
4785,4785,Ferietillæg lov + OK-grundlag,VARIABEL,,Tømmer saldo,,,Nej,,,Nej,Nej,Nej,Før,Tillæg,,,,,,"Ferietillæg lov + OK-grundlag, Ferietillæg lov + OK-grundlag, Ferietillæg udbetalt"
4788,4788,Udbetaling Ferietillæg Lov-grl,VARIABEL,"Udbetalt ferietillæg lov.grl.,",,"5,6",,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,24,"10-Udbetalt ferietillæg lov.grl., ",,"Udbetaling Ferietillæg Lov-grl, Udbetaling ferietillæg, Udbetaling Ferietillæg Lov-grl"
4789,4789,Udbetaling Ferietillæg OK-grl,VARIABEL,"Udbetalt ferietillæg OK.grl.,",,"5,6",,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,24,"10-Udbetalt ferietillæg OK.grl., ",,"Udbetaling Ferietillæg OK-grl, Udbetaling Ferietillæg, Udbetaling Ferietillæg OK-grl"
4796,4796,TBF. forskudsferie dage,VARIABELEFTREG,"Dage,Beløb,",,,,Nej,,,Ja,Nej,Nej,Før,,13,,,"9-Dage,11-Beløb,",,
4797,4797,TBF. forskudsferie timer,VARIABELEFTREG,"Timer,Beløb,",,,,Nej,,,Ja,Nej,Nej,Før,,13,,,"9-Timer,11-Beløb,",,
4800,4800,Ferie fravær,FRAVÆR,"Antal dage,",,,,Nej,,,Ja,Nej,Nej,Før,,,,,"9-Antal dage, ",,
4801,4801,Ferie sidste år,FRAVÆR,"Antal dage,",,,,Nej,,,Ja,Nej,Nej,Før,,,,,"9-Antal dage, ",,
4880,4880,Fri egen regning,FRAVÆR,"Dage,",Res.tabel FEEGEN,,,Nej,,,Ja,Nej,Nej,Før,,,,,"9-Dage, ",,
4900,4900,Opsp. ferietillæg lovgrundlag,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,,,,,Udbetales med ikrafttrædelseskode T,
4901,4901,Opsp. ferietillæg OK-grundlag,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,,,,,Udbetales med ikrafttrædelseskode T,
4902,4902,Ferietillæg lov.grl-kalenderår,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,,,,,Udbetales med ikrafttrædelseskode U,
4904,4904,Ferietillæg OK-grl. Kalenderår,STILLINGSKATEGORI,,,,,Nej,,,Ja,Nej,Nej,Før,,,,,,Udbetales med ikrafttrædelseskode U,
5000,5000,Sygeløn ændring af grundlag,STILLINGSKATEGORI,,,"2,3,6",,Nej,,,Ja,Nej,Nej,Før,,,,"13,13",,,
5001,5001,Sygeløn grundlag 6001(B),STILLINGSKATEGORI,,,2,,Nej,,,Ja,Nej,Nej,Før,,,,,,,
55375,5375,Pension af FP - FKTO NYFLOV,FAST,"Firma pct.,",,"1,2,3,4,5,6",,Nej,,5375,Ja,Nej,Nej,Før,,,,,"15-Firma pct., ",,
55370,5570,Pension af feriepenge NYFLOV,FAST,"Firma pct.,",,,,Nej,,5570,Ja,Nej,Nej,Før,,,,,"15-Firma pct., ",,
5700,5700,Beløb til grundlag (pension),FAST,"Beløb,",,,,Nej,,,Nej,Nej,Nej,Før,,,,,"11-Beløb, ",,
5750,5750,Beløb til grundlag (pension),VARIABEL,"Beløb,",,"1,2,3,4,5,6",,Nej,,,Nej,Nej,Nej,Før,,,,,"11-Beløb, ",,"Beløb til grundlag (pension), Beløb til grundlag (pension), Pensionsgrundlag"
5800,5800,Pensionsudbetaling,FAST,"Grundlag 1/2/3/4/5,",Res5800 = procent,,,Nej,,,Ja,Nej,Nej,Før,,,,"10,13","16-Grundlag 1/2/3/4/5, ",,
5801,5801,Pensionsudbetaling,VARIABEL,"Procent,Grundlag 1/2/3/4/5,",,,,Nej,,,Ja,Nej,Nej,Før,,,,"10,13","15-Procent,16-Grundlag 1/2/3/4/5,",,"Pensi.udbetaling af feriepenge, Pensions udbetaling, Pensionstillæg 10%"
5989,5989,Reg. AM-grundlag 5990/5991,VARIABEL,"Beløb,",,"1,2,5",,Nej,,,Nej,Nej,Nej,Før,,13,,,"11-Beløb, ",,
5990,5990,Fritvalgskonto-AM-pension bel.,FAST,"Beløb,",,"1,2,5",X,Nej,,,Nej,Nej,Nej,Før,Fradrag,"13,147, ",,"29,121","11-Beløb, ",,
5991,5991,Fritvalgskonto-AM-pension bel.,VARIABEL,"Beløb,",,"1,2,5",X,Nej,,,Nej,Nej,Nej,Før,Fradrag,"13,147, ",,"29,121","11-Beløb, ",,"Fritvalgskonto-AM-pension bel., Fritvalgskonto-AM-pension bel., Fritvalgskonto-AM-pension"
5994,5994,Pension til feriegrundlag,FAST,"Procent,Grundlag 1/2/3/4/5/6,",,,,Nej,,,Ja,Nej,Nej,Før,Oplysning,,,,"15-Procent,16-Grundlag 1/2/3/4/5/6,",Lønart vises ikke på lønseddel. Speciel offentlige/statslige overenskomster,
5995,5995,Pensionsgrundlag/pension,FAST,,Res5995,,,Nej,,,Ja,Nej,Nej,Før,,,,,,,
5996,5996,Pension felt 147-148 omkonter,FAST,"Procent,Grundlag 1/2/3/4/5/6,",,,,Nej,,,Ja,Nej,Nej,Før,,"147,148",,,"15-Procent,16-Grundlag 1/2/3/4/5/6,",beregnede fratrækkes felt 148 og tillægges felt 147 så indberetning til eIndkomst,
5999,5999,Pension til bededagstillæg,FAST,"Procent,Grundlag 1/2/3/4/5/6,",,,,Nej,,,Nej,Nej,Nej,,,,,,,,
6000,6000,AM-pension ..... % i tabel,FAST,,"Res6000,6001",2,,Nej,,,Ja,Nej,Nej,Før,Fradrag,"148,147",,122,,,
24401,6000,Pension hensat Senior,FAST,"Firma Procent,Medarbejder Procent,Grundlag 1/2/3/4/5/6, ",,,,Nej,,6000,Ja,Nej,Nej,Før,,,,,"12-Firma Procent,12-Medarbejder Procent,16-Grundlag 1/2/3/4/5/6, ",,
48801,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48803,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48810,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48820,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48830,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48840,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48850,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48860,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48870,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48880,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48890,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48910,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48920,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48930,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48940,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
48950,6000,AM-pension ..... % i tabel,FAST,,,,,Nej,,6000,Ja,Nej,Nej,Før,,"148,147",,122,,,
6003,6003,AM-pension ..... %,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5/6, ",,1-6,,Nej,,,Ja,Nej,Nej,Før,Fradrag,"148,147",,122,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5/6, ",,
6005,6005,AM-pension ..... %,FAST,"Firma pct.,Medarbejder pct.,",,2,,Nej,,,Ja,Nej,Nej,Før,Fradrag,"148,147",,122,"15-Firma pct.,12-Medarbejder pct.,",,
6007,6007,AM-pension ..... %,FAST,"Firma pct.,Medarbejder pct.,",,1,,Nej,,,Ja,Nej,Nej,Før,Fradrag,148,,122,"15-Firma pct.,12-Medarbejder pct.,",,
6009,6009,Fritvalgskonto-AM-pension %,FAST,"Procent,",,,X,Nej,,,Ja,Nej,Nej,Før,Fradrag,"13,147, ",,"29,121","12-Procent, ",,
6010,6010,AM-pension egen beløb friv.,FAST,"Beløb,Reducer ej,",,,X,Nej,,,Ja,Nej,Nej,Før,Fradrag,"13,147, ",,121,"11-Beløb,13-Reducer ej,",,
6011,6011,AM-pension egen % friv.,FAST,"Medarbejder pct.,",,2,X,Nej,,,Ja,Nej,Nej,Før,Fradrag,"13,147, ",,121,"12-Medarbejder pct., ",,
6012,6012,AM-pension egen % friv.,FAST,"Medarbejder pct.,",,1,X,Nej,,,Ja,Nej,Nej,Før,Fradrag,"13,147, ",,121,"12-Medarbejder pct., ",,
6013,6013,AM-pension ..... % i tabel,FAST,,"Res6013,6014",1,,Nej,,,Ja,Nej,Nej,Før,Fradrag,"148,147",,122,,,
6015,6015,AM-pension ..... beløb,FAST,"Firma beløb,Medarbejder beløb,Reducer ej, ",,,,Nej,,,Ja,Nej,Nej,Før,Fradrag,"148,147",,122,"14-Firma beløb,11-Medarbejder beløb,13-Reducer ej, ",,
6017,6017,AM-pension egen % friv.,FAST,"Medarbejder pct.,Grundlag 1/2/3/4/5/6,",,1-6,X,Nej,,,Ja,Nej,Nej,Før,Fradrag,"13,147, ",,121,"12-Medarbejder pct.,16-Grundlag 1/2/3/4/5/6,",,
6018,6018,AM-pension ...... §53 beløb,FAST,"Firma beløb,Medarbejder beløb,Reducer ej, ",,,,Nej,,,Ja,Nej,Nej,Før,Fradrag,13,,124,"14-Firma beløb,11-Medarbejder beløb,13-Reducer ej, ",,
6019,6019,AM-pension ..... §53 %,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5/6, ",,1-6,,Nej,,,Ja,Nej,Nej,Før,Fradrag,13,,124,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5/6, ",,
6020,6020,Pension ..... % i tabel,FAST,,"Res6020,6021",1,,Nej,,,Ja,Nej,Nej,Før,Fradrag,"148,147",,"122,122",,,
6022,6022,AM-pension ...... §53 beløb,VARIABEL,"Firma beløb,Medarbejder beløb,",,,,Nej,,,Nej,Nej,Nej,Før,Fradrag,13,,124,"14-Firma beløb,11-Medarbejder beløb,",,"AM-pension ...... §53 beløb, AM-pension ...... §53 beløb, Correction pension, §53A"
6023,6023,AM-pension ..... §53 %,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5/6, ",,1-6,,Nej,,,Ja,Nej,Nej,Før,Fradrag,13,,124,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5/6, ",,
6024,6024,Pension ..... % i tabel,FAST,,"Res6024,6025",1,,Nej,,,Ja,Nej,Nej,Før,Fradrag,"148,147",,"122,122",,,
6026,6026,AM-pension ..... % i tabel,FAST,"Grundlag 1/2/3/4/5/6,","Res 6026,6027",1-6,,Nej,,,Ja,Nej,Nej,Før,Fradrag,"148,147",,122,"16-Grundlag 1/2/3/4/5/6, ",,
6028,6028,AM-pension ..... §53 %,FAST,"Firma pct.,Medarbejder pct.,Grundlag 1/2/3/4/5/6, ",,1-6,,Nej,,,Ja,Nej,Nej,Før,Fradrag,13,,124,"15-Firma pct.,12-Medarbejder pct.,16-Grundlag 1/2/3/4/5/6, ",,
6029,6029,Fritvalg lokal-AM-pension %,FAST,"Procent,",,,X,Nej,,,Ja,Nej,Nej,Før,Fradrag,147,,"29,121","12-Procent, ",,
6030,6030,Pension ..... % i tabel,FAST,,"Res6030,6031",3,,Nej,,,Ja,Nej,Nej,Før,Fradrag,"148,147",,"122,122",,,
6032,6032,AM-pension ..... beløb,FAST,"Firma beløb,Medarbejder beløb,Reducer ej, ",,,,Nej,,,Ja,Nej,Nej,Før,Fradrag,"148,147",,122,"14-Firma beløb,11-Medarbejder beløb,13-Reducer ej, ",,
