Lønartnr,Udskrivnings sekvens,Navn,Type,Input,Sats,Pensionsgrundlag,Frivilligt medarbejder indb.,Ferieberretiget,Fp-reduktion,Afv. Udskriftslønart,Efterregulering,E-indkomst timer,ATP-Timer,Før/efter skat,Tillæg/fradrag,E-indkomst,Indtægtstype,IL-typer,Decentral,Kommentar,Alternative_Navne
6417,6417,Pension PI ..... beløb,FAST,"Firma beløb, Medarbejder beløb, Reducer ej",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"148, 147",nan,"122, 122","14-Firma beløb, 11-Medarbejder beløb, 13-Reducer ej",nan,nan
6419,6419,Pension .... beløb §53 PI,FAST,"Firma beløb, Medarbejder beløb, Reducer ej",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,13,nan,"122, 124","14-Firma beløb, 11-Medarbejder beløb, 13-Reducer ej",nan,nan
6425,6425,Pension PI ..... beløb,VARIABEL,"Firma Beløb, Medarbejder beløb",nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,Fradrag,"148, 147",nan,"122, 122","14-Firma Beløb, 11-Medarbejder beløb",nan,nan
6429,6429,Pension .... beløb §53,VARIABEL,"Firma beløb, Medarbejder beløb",nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,Fradrag,13,nan,"122, 124","14-Firma beløb, 11-Medarbejder beløb",nan,nan
6430,6430,Pension ..... %,FAST,"Pensionsgrundlag, Firma pct., Medarbejder pct.",nan,Beløb,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"148, 147",nan,"122, 122","11-Pensionsgrundlag, 15-Firma pct., 12-Medarbejder pct.",nan,nan
6435,6435,Pension ..... %,FAST,"Firma pct., Medarbejder pct.",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"148, 147",nan,"122, 122","15-Firma pct., 12-Medarbejder pct.",nan,nan
6437,6437,AM-pension ..... %,FAST,"Pensionsgrundlag, Firma pct., Medarbejder pct.",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"148, 147",nan,122,"11-Pensionsgrundlag, 15-Firma pct., 12-Medarbejder pct.",nan,nan
6439,6439,AM-pension egen % friv.,FAST,"Pensionsgrundlag, Medarbejder pct.",nan,nan,X,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"13, 147",nan,121,"11-Pensionsgrundlag, 12-Medarbejder pct.",nan,nan
6440,6440,Pension PI ..... %,FAST,"Pensionsgrundlag, Firma pct., Medarbejder pct.",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"148, 147",nan,"122, 122","11-Pensionsgrundlag, 15-Firma pct., 12-Medarbejder pct.",nan,nan
6442,6442,Pension ..... %,FAST,"Pensionsgrundlag, Firma pct., Medarbejder pct.",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"148, 147",nan,"122, 122","11-Pensionsgrundlag, 15-Firma pct., 12-Medarbejder pct.",nan,nan
6450,6450,AM-pension orlov/forhøjet,FAST,"Firma beløb, Medarbejder beløb.",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"148, 147",nan,122,"14-Firma beløb, 11-Medarbejder beløb.",nan,nan
6455,6455,AM-pension orlov/forhøjet,VARIABEL,"Firma beløb, Medarbejder beløb.",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"148, 147",nan,122,"14-Firma beløb, 11-Medarbejder beløb.",nan,nan
6460,6460,Pension orlov/forhøjet,FAST,"Firma beløb, Medarbejder beløb",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"148, 147",nan,"122, 122","14-Firma beløb, 11-Medarbejder beløb",nan,nan
6465,6465,Pension orlov/forhøjet,VARIABEL,"Firma beløb, Medarbejder beløb",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"148, 147",nan,"122, 122","14-Firma beløb, 11-Medarbejder beløb",nan,nan
6470,6470,Fritvalgskonto-pension %,FAST,Procent,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Oplysning,147,nan,"29, 121",12-Procent,nan,nan
6471,6471,Fritvalgskonto-pension %,VARIABEL,nan,Tømmer saldo,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,Oplysning,147,nan,"29, 121",nan,nan,nan
6472,6472,Fritvalgskonto-pension %,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Oplysning,147,nan,"29, 121",nan,nan,nan
6475,6475,Fritvalgskonto-pension PI .. %,FAST,Procent,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Oplysning,147,nan,"29, 121",12-Procent,nan,nan
6476,6476,Fritvalgskonto-pension PI .. %,VARIABEL,nan,Tømmer saldo,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,Oplysning,147,nan,"29, 121",nan,nan,nan
6510,6510,Fritvalgskonto udbetaling,VARIABEL,Timer,Res 6510 (Saldokontrol),nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,29,9-Timer,nan,nan
6511,6511,Fritvalgskonto udbetaling,VARIABEL,Timer,Res 6511 (Saldokontrol,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,29,9-Timer,nan,nan
6515,6515,Fritvalgskonto udbetaling,VARIABEL,Timer,kan ikke fraviges med TILØN,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,29,9-Timer,nan,nan
6516,6516,Fritvalgskonto udbetaling,FAST,Timer,kan ikke fraviges med TILØN,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,29,9-Timer,nan,nan
6517,6517,Fritvalgskonto udbetaling,VARIABEL,Antal timer,Per9905 eller 9900/Normtid,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,29,9-Antal timer,nan,nan
6518,6517,Fritvalgskonto udbetaling,VARIABEL,Antal timer,Per9905 eller 9900/Normtid,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,29,9-Antal timer,nan,nan
6540,6540,Fritvalgskonto udbetaling,FAST,nan,Tømmer saldo,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,Tillæg,13,nan,29,nan,nan,nan
6550,6550,AM-pension minimun,FAST,nan,Res. 6550,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,148,nan,122,nan,nan,nan
6551,6551,Pension minimun,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,148,nan,"122, 122",nan,nan,nan
6600,6600,Pension ..... % i tabel pulje,FAST,Grundlag 1/2/3/4/5,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,122,16-Grundlag 1/2/3/4/5,nan,nan
6602,6602,Pension ..... % pulje,FAST,"Firma pct., Grundlag 1/2/3/4/5, Medarbejder pct.",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,122,"15-Firma pct., 16-Grundlag 1/2/3/4/5, 12-Medarbejder pct.",nan,nan
6604,6604,Pension ..... beløb pulje,FAST,"Firma beløb, Eget beløb",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,122,"14-Firma beløb, 11-Eget beløb",nan,nan
6640,6640,Pension ..... % / pulje,FAST,"Firma pct., Medarbejder pct., Grundlag 1/2/3/4/5, Max beløb",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,"15-Firma pct., 12-Medarbejder pct., 16-Grundlag 1/2/3/4/5, 17-Max beløb",nan,nan
6642,6642,Pension PI ..... % / pulje,FAST,"Firma pct., Medarbejder pct., Grundlag 1/2/3/4/5, Max Beløb",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,"15-Firma pct., 12-Medarbejder pct., 16-Grundlag 1/2/3/4/5, 17-Max Beløb",nan,nan
6644,6644,Pension ..... rest max,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,148,nan,122,nan,nan,nan
6646,6646,Pension ..... rest max PI,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,148,nan,122,nan,nan,nan
6650,6650,Pension ..... beløb / pulje,FAST,"Firma beløb, Medarbejder beløb, Reducer ej",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,"14-Firma beløb, 11-Medarbejder beløb, 13-Reducer ej",nan,nan
6652,6652,Pension PI ..... beløb / pulje,FAST,"Firma beløb, Medarbejder beløb, Reducer ej",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,"14-Firma beløb, 11-Medarbejder beløb, 13-Reducer ej",nan,nan
6654,6654,Pension ..... % / pulje,FAST,"Firma pct., Medarbejder pct., Grundlag 1/2/3/4/5",nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,"15-Firma pct., 12-Medarbejder pct., 16-Grundlag 1/2/3/4/5",nan,nan
6656,6656,Pension ..... % / pulje,FAST,Grundlag 1/2/3/4/5,nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,16-Grundlag 1/2/3/4/5,nan,nan
6658,6658,Pension PI ..... % / pulje,FAST,"Firma pct., Medarbejder pct., Grundlag 1/2/3/4/5",nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,"15-Firma pct., 12-Medarbejder pct., 16-Grundlag 1/2/3/4/5",nan,nan
6660,6660,Pension PI ..... % / pulje,FAST,Grundlag 1/2/3/4/5,nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,16-Grundlag 1/2/3/4/5,nan,nan
6662,6662,Udb. pension ..... / pulje,FAST,"Firma beløb, Medarbejder beløb",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,10,"14-Firma beløb, 11-Medarbejder beløb",nan,nan
6664,6664,Udb. pension ..... % / pulje,FAST,"Firma pct., Medarbejder pct., Grundlag 1/2/3/4/5",nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,10,"15-Firma pct., 12-Medarbejder pct., 16-Grundlag 1/2/3/4/5",nan,nan
6666,6666,Pension PI ..... % / pulje,FAST,"Firma pct., Medarbejder pct., Grundlag 1/2/3/4/5",nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,"15-Firma pct., 12-Medarbejder pct., 16-Grundlag 1/2/3/4/5",nan,nan
6668,6668,Pension ..... % / pulje,FAST,Grundlag 1/2/3/4/5,nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,16-Grundlag 1/2/3/4/5,nan,nan
6670,6670,Pension PI ..... % / pulje,FAST,"Firma pct., Medarbejder pct., Grundlag 1/2/3/4/5",nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,"15-Firma pct., 12-Medarbejder pct., 16-Grundlag 1/2/3/4/5",nan,nan
6672,6672,Pension PI ..... % / pulje,FAST,Grundlag 1/2/3/4/5,nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,16-Grundlag 1/2/3/4/5,nan,nan
6675,6675,Pension ..... beløb / pulje,FAST,"Firma beløb, Medarbejder beløb, Reducer ej",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,"14-Firma beløb, 11-Medarbejder beløb, 13-Reducer ej",nan,nan
6677,6677,Pension PI ..... beløb / pulje,FAST,"Firma beløb, Medarbejder beløb, Reducer ej",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,"14-Firma beløb, 11-Medarbejder beløb, 13-Reducer ej",nan,nan
6680,6680,Pension ..... % / pulje,FAST,"Firma pct., Medarbejder pct., Grundlag 1/2/3/4/5",nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,"15-Firma pct., 12-Medarbejder pct., 16-Grundlag 1/2/3/4/5",nan,nan
6682,6682,Pension ..... % / pulje,FAST,Grundlag 1/2/3/4/5,nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,16-Grundlag 1/2/3/4/5,nan,nan
6684,6684,Pension PI ..... % / pulje,FAST,"Firma pct., Medarbejder pct., Grundlag 1/2/3/4/5",nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,"15-Firma pct., 12-Medarbejder pct., 16-Grundlag 1/2/3/4/5",nan,nan
6686,6686,Pension PI ..... % / pulje,FAST,Grundlag 1/2/3/4/5,nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,122,16-Grundlag 1/2/3/4/5,nan,nan
6688,6688,Pension  ..... % / pulje §53,FAST,"Firma pct., Medarbejder pct., Grundlag 1/2/3/4/5",nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,"10, 122","15-Firma pct., 12-Medarbejder pct., 16-Grundlag 1/2/3/4/5",nan,nan
6689,6689,Pension PI ..... % / pulje §53,FAST,"Firma pct., Medarbejder pct., Grundlag 1/2/3/4/5",nan,1-6,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"148, 147",nan,"10, 122","15-Firma pct., 12-Medarbejder pct., 16-Grundlag 1/2/3/4/5",nan,nan
6690,6690,Pension ..... rest pulje,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,148,nan,122,nan,nan,nan
6692,6692,Pension ..... rest pulje PI,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,148,nan,122,nan,nan,nan
6694,6694,Udb. pension ..... % / pulje,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,10,nan,nan,nan
7500,7500,St. Bededagskompensation,STILLINGSKATEGORI,nan,nan,nan,nan,Ja,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,"10, 28",nan,nan,nan
7510,7510,St. bededagskomp. Korrektion (saldo),VARIABEL,Beløb (+/-),nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,nan,nan,nan,nan,nan,11-Beløb,nan,nan
7525,7525,"St. bededagskomp. Udbetaling ad hoc,  m/saldokontrol",VARIABEL,Beløb,nan,nan,nan,Ja,nan,nan,Nej,Nej,Nej,Før,Tillæg,13,nan,"10, 28",11-Beløb,nan,nan
7530,7530,St. bededagskomp. Løbende udbetaling pr. måned,FAST,nan,nan,nan,nan,Ja,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,"10, 28",nan,nan,nan
7535,7535,St. bededagskomp. Udbetaling med lønnen for maj/august,FAST,nan,nan,nan,nan,Ja,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,"10, 28",nan,nan,nan
7565,7565,St. Bededagskomp. STOP,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,nan,nan,nan,nan,nan,nan,nan,nan
7550,7550,Grundlag st. bededagskomp. Barsel med delvis løn,FAST,Beløb (Grundlaget),nan,nan,nan,Ja,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,"10, 28",nan,nan,nan
7555,7555,Grundlag st. bededagskomp. Barsel uden løn,VARIABEL,Beløb (Grundlaget),nan,nan,nan,Ja,nan,nan,Nej,Nej,Nej,Før,Tillæg,13,nan,"10, 28",nan,nan,nan
7540,7540,Udbetaling af st.bededagskomp. v/fratrædelse,STILLINGSKATEGORI,nan,nan,nan,nan,Ja,nan,nan,Ja,Nej,Nej,Før,Tillæg,13,nan,"10, 28",nan,nan,nan
7560,7560,St. bededagskomp. AM-Pension,FAST,Procent,F.eks. 100% = hele tillægget,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,147,nan,122,15-Firma pct.,nan,nan
7570,7570,St. bededagskomp. Ordinær pension,FAST,Procent,F.eks. 100% = hele tillægget,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,147,nan,122,15-Firma pct.,nan,nan
7575,7575,St. bededagskomp. PI pension (pengeinstitut),FAST,Procent,F.eks. 100% = hele tillægget,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,147,nan,122,15-Firma pct.,nan,nan
7580,7580,AM-pension af St. bededag,FAST,"Firma pct., Medarbejder pct.,  Afregningstype",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"147, 148",nan,nan,"15-Firma pct., 12-Medarbejder pct.",nan,nan
7585,7585,Pension Firma St.bededag,FAST,"Firma pct., Medarbejder pct.,  Afregningstype",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,nan,nan,"147, 148",nan,nan,"15-Firma pct., 12-Medarbejder pct.",nan,nan
7590,7590,PI-Pension Firma St.bededag,FAST,"Firma pct., Medarbejder pct.,  Reg./Kontonr.",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,nan,nan,"147, 148",nan,nan,"15-Firma pct., 12-Medarbejder pct.",nan,nan
7592,7592,PI-Pension Firma St.bededag §53,FAST,"Firma pct., Medarbejder pct.,  Reg./Kontonr.",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,nan,nan,"147, 148",nan,nan,"15-Firma pct., 12-Medarbejder pct.",nan,nan
7593,7593,Pension Firma St.bededag §53,FAST,"Firma pct., Medarbejder pct.,  Afregningstype",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,nan,nan,"147, 148",nan,nan,"15-Firma pct., 12-Medarbejder pct.",nan,nan
7595,7595,Pension Firma St.bededag §53,FAST,Firma pct.,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,nan,nan,"147, 148",nan,nan,"15-Firma pct., 12-Medarbejder pct.",nan,nan
7800,7800,Medarbejder obligation,FAST,"Aftalt procent., Grundlag 1/2/3/4/5/6",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,13,nan,nan,"12-Aftalt procent., 16-Grundlag 1/2/3/4/5/6",nan,nan
7802,7802,Medarbejder obligation,FAST,"Aftalt procent., Tillæg firmapension Ja/nej 1/0, Grundlag 1/2/3/4/5/6, Minus pers.goder Ja/nej 1/0",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,13,nan,nan,0,nan,nan
7805,7805,Medarbejder obligation,FAST,Aftalt Beløb,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,13,nan,nan,11-Aftalt Beløb,nan,nan
7806,7806,Medarbejder obligation,VARIABEL,Aftalt Beløb,nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,Fradrag,13,nan,nan,11-Aftalt Beløb,nan,nan
7809,7809,Medarbejder Obligation saldo,VARIABEL,Beløb,nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,nan,nan,nan,nan,11-Beløb,nan,nan
7950,7950,Timer til ATP,VARIABEL,Timer,nan,nan,nan,Nej,nan,nan,Nej,Nej,Ja,Før,nan,nan,nan,10,9-Timer,nan,nan
7951,7951,Timer til ATP & E-indkomst,VARIABEL,Timer,nan,nan,nan,Nej,nan,nan,Nej,Ja,Ja,Før,nan,200,nan,10,9-Timer,nan,nan
7952,7952,Timer til E-indkomst,VARIABEL,Timer,nan,nan,nan,Nej,nan,nan,Nej,Ja,Nej,Før,nan,200,nan,nan,9-Timer,nan,nan
8078,8078,Barselsfond MD stop,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8079,8079,Barselsfond 14dg løn stop,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8080,8080,ATP E-sats månedslønnede,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8081,8081,ATP E-sats timelønnede,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8082,8082,ATP E-sats timer x sats,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8083,8083,ATP F-sats månedslønnede,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8084,8084,ATP F-sats timelønnede,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8085,8085,ATP F-sats timer x sats,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8090,8090,ATP A-sats aflønning pr. måned,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8091,8091,ATP B-sats månedslønnede,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8092,8092,ATP C-sats månedslønnede,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8093,8093,ATP A-sats aflønning pr. 14-dag,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8094,8094,ATP timer x sats timelønnede,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8095,8095,ATP C-sats timelønnede,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8096,8096,ATP A-sats timer x sats,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8098,8098,ATP,FAST,"Beløb medarbejder, Beløb firma",nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"46, 13, 45",nan,121,"11-Beløb medarbejder, 14-Beløb firma",nan,nan
8099,8099,ATP stop,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8105,8105,ATP timer A-sats,VARIABEL,Timer,Gen218,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"46, 13, 45",nan,"121, 121, 121",9-Timer,nan,nan
8109,8109,ATP timer E-sats,VARIABEL,Timer,Gen308,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"46, 13",nan,121,9-Timer,nan,nan
8115,8115,ATP timer B-sats,VARIABEL,Timer,Gen219,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"46, 13",nan,"121, 121, 121",9-Timer,nan,nan
8119,8119,ATP timer F-sats,VARIABEL,Timer,Gen478,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"46, 13",nan,121,9-Timer,nan,nan
8125,8125,ATP timer C-sats,VARIABEL,Timer,Gen220,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,Fradrag,"46, 13",nan,"121, 121, 121",9-Timer,nan,nan
8130,8130,ATP ukendt tid A-sats,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"46, 13, 45",nan,"121, 121",nan,nan,nan
8131,8131,ATP ukendt tid E-sats,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"46, 13",nan,"121, 121",nan,nan,nan
8132,8132,ATP ukendt tid F-sats,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"46, 13",nan,"121, 121",nan,nan,nan
8140,8140,ATP ukendt tid B-sats,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"46, 13",nan,"121, 121",nan,nan,nan
8150,8150,ATP ukendt tid C-sats,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,"46, 13",nan,"121, 121",nan,nan,nan
8161,8161,ATP korrektion A-sats,VARIABEL,"Medarb.+ = fradrag/ - = tillæg, Firma + = fradrag/ - = tillæg",nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,Fradrag,"46, 13, 45",nan,nan,"11-Medarb.+ = fradrag/ - = tillæg, 14-Firma + = fradrag/ - = tillæg",nan,nan
8162,8162,ATP korrektion B-sats,VARIABEL,+ = fradrag/ - = tillæg,nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,Fradrag,"46, 13",nan,"121, 121",11-+ = fradrag/ - = tillæg,nan,nan
8163,8163,ATP korrektion C-sats,VARIABEL,+ = fradrag/ - = tillæg,nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,Fradrag,"46, 13",nan,"121, 121",11-+ = fradrag/ - = tillæg,nan,nan
8165,8165,ATP korrektion E-sats,VARIABEL,+ = fradrag/ - = tillæg,nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,Fradrag,"46, 13",nan,121,11-+ = fradrag/ - = tillæg,nan,nan
8166,8166,ATP korrektion F-sats,VARIABEL,+ = fradrag/ - = tillæg,nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,Fradrag,"46, 13",nan,121,11-+ = fradrag/ - = tillæg,nan,nan
8172,8172,ATP firmabidrag regulering,VARIABEL,Beløb +/-,nan,nan,nan,Nej,nan,nan,Nej,Nej,Nej,Før,nan,46,nan,"122, 122",11-Beløb +/-,nan,nan
8180,8180,Barselsfond MD,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8181,8181,Barselsfond 14dg,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8182,8182,Barselsfond MD,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8183,8183,Barselsfond 14dg,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8184,8184,Barselsfond MD,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8185,8185,Barselsfond 14dg,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8187,8187,Barselsfond sats løsarbejder,STILLINGSKATEGORI,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8188,8188,Barselsfond sats løsarbejder,FAST,nan,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,nan,nan,nan
8190,8190,Skattedage i perioden,VARIABEL,Antal skattedage,nan,nan,nan,Nej,nan,nan,Ja,Nej,Nej,Før,nan,nan,nan,nan,9-Antal skattedage,nan,nan
